Entry	RefSeq	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Proteomes	Organism (ID)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
Q885C1	NP_791737.1;	Q885C1_PSESM	unreviewed	Oxidoreductase, short chain dehydrogenase/reductase family	PSPTO_1914	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	240	UP000002515: Chromosome	223283	siderophore biosynthetic process [GO:0019290]		2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity [GO:0008667]	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity [GO:0008667]; siderophore biosynthetic process [GO:0019290]	GO:0008667; GO:0019290
Q885C2	NP_791736.1;	Q885C2_PSESM	unreviewed	Carrier domain-containing protein	PSPTO_1913	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	98	UP000002515: Chromosome	223283					
Q885C3	NP_791735.1;WP_005771596.1;	Q885C3_PSESM	unreviewed	histidine kinase (EC 2.7.13.3)	PSPTO_1912	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	231	UP000002515: Chromosome	223283			phosphorelay sensor kinase activity [GO:0000155]	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155
Q885C4	NP_791734.1;WP_011103766.1;	Q885C4_PSESM	unreviewed	Response regulator/TPR domain protein	PSPTO_1911	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	533	UP000002515: Chromosome	223283	phosphorelay signal transduction system [GO:0000160]			phosphorelay signal transduction system [GO:0000160]	GO:0000160
Q885C5	NP_791733.1;	Q885C5_PSESM	unreviewed	SH3b domain-containing protein	PSPTO_1910	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	249	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q885C7	NP_791731.1;WP_007244403.1;	Q885C7_PSESM	unreviewed	Transcriptional regulator PobR	pobR PSPTO_1908	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	289	UP000002515: Chromosome	223283			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
Q885C8	NP_791730.1;WP_011103764.1;	Q885C8_PSESM	unreviewed	4-hydroxybenzoate 3-monooxygenase (EC 1.14.13.2)	pobA PSPTO_1907	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	394	UP000002515: Chromosome	223283	benzoate catabolic process [GO:0043639]		4-hydroxybenzoate 3-monooxygenase activity [GO:0018659]; FAD binding [GO:0071949]	4-hydroxybenzoate 3-monooxygenase activity [GO:0018659]; FAD binding [GO:0071949]; benzoate catabolic process [GO:0043639]	GO:0018659; GO:0043639; GO:0071949
Q885C9	NP_791729.1;WP_011103763.1;	Q885C9_PSESM	unreviewed	Putative tartrate transporter	PSPTO_1906	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	441	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
Q885D0	NP_791728.1;	Q885D0_PSESM	unreviewed	30S ribosomal protein S16	PSPTO_1905	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	79	UP000002515: Chromosome	223283					
Q885D1	NP_791727.1;	Q885D1_PSESM	unreviewed	Membrane protein, putative	PSPTO_1904	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	1142	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q885D2	NP_791726.1;WP_011103761.1;	Q885D2_PSESM	unreviewed	Permease	PSPTO_1903	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	228	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q885D4	NP_791724.1;WP_011103759.1;	Q885D4_PSESM	unreviewed	Bacteriophytochrome heme oxygenase BphO	bphO PSPTO_1901	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	204	UP000002515: Chromosome	223283	heme oxidation [GO:0006788]		heme oxygenase (decyclizing) activity [GO:0004392]	heme oxygenase (decyclizing) activity [GO:0004392]; heme oxidation [GO:0006788]	GO:0004392; GO:0006788
Q885D5	NP_791723.1;	Q885D5_PSESM	unreviewed	DUF1534 domain-containing protein	PSPTO_1900	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	31	UP000002515: Chromosome	223283					
Q885D6	NP_791722.1;WP_011103757.1;	Q885D6_PSESM	unreviewed	Sulfatase family protein	PSPTO_1899	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	677	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	metal ion binding [GO:0046872]	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]	GO:0005886; GO:0046872
Q885D7	NP_791721.1;WP_005767853.1;	Q885D7_PSESM	unreviewed	Membrane protein, putative	PSPTO_1898	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	206	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q885D8	NP_791720.1;WP_011103756.1;	Q885D8_PSESM	unreviewed	BNR/Asp-box repeat protein	PSPTO_1897	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	432	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q885D9	NP_791719.1;WP_007245030.1;	Q885D9_PSESM	unreviewed	Cytochrome b561 family protein	PSPTO_1896	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	181	UP000002515: Chromosome	223283	respiratory electron transport chain [GO:0022904]	plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; respiratory electron transport chain [GO:0022904]	GO:0005886; GO:0009055; GO:0020037; GO:0022904
Q885E0	NP_791718.1;WP_005767847.1;	Q885E0_PSESM	unreviewed	PepSY domain-containing protein	PSPTO_1895	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	87	UP000002515: Chromosome	223283					
Q885E1	NP_791717.1;WP_011103755.1;	Q885E1_PSESM	unreviewed	DNA-binding response regulator	PSPTO_1894	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	220	UP000002515: Chromosome	223283	regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993
Q885E3	NP_791715.1;WP_011103753.1;	Q885E3_PSESM	unreviewed	FAD dependent oxidoreductase domain-containing protein	PSPTO_1892	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	429	UP000002515: Chromosome	223283		cytoplasm [GO:0005737]		cytoplasm [GO:0005737]	GO:0005737
Q885E5	NP_791713.1;WP_005767839.1;	Q885E5_PSESM	unreviewed	4-aminobutyrate aminotransferase	gabT-3 PSPTO_1890	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	415	UP000002515: Chromosome	223283			identical protein binding [GO:0042802]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	identical protein binding [GO:0042802]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	GO:0008483; GO:0030170; GO:0042802
Q885E6	NP_791712.1;WP_011103752.1;	Q885E6_PSESM	unreviewed	2-oxoadipate dioxygenase/decarboxylase (EC 1.13.11.93) (2-hydroxyglutarate synthase)	PSPTO_1889	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	461	UP000002515: Chromosome	223283			dioxygenase activity [GO:0051213]	dioxygenase activity [GO:0051213]	GO:0051213
Q885E7	NP_791711.1;	Q885E7_PSESM	unreviewed	Membrane protein, putative	PSPTO_1888	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	425	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q885E8	NP_791710.1;WP_005767834.1;	Q885E8_PSESM	unreviewed	Transcriptional regulator, LysR family	PSPTO_1887	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	303	UP000002515: Chromosome	223283	DNA-templated transcription [GO:0006351]		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]	GO:0003700; GO:0006351; GO:0043565
Q885F0	NP_791708.1;WP_005616684.1;	Q885F0_PSESM	unreviewed	Efflux protein, LysE family	PSPTO_1885	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	213	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	amino acid transmembrane transporter activity [GO:0015171]	plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]	GO:0005886; GO:0015171
Q885F1	NP_791707.1;	Q885F1_PSESM	unreviewed	YqcI/YcgG family protein	PSPTO_1884	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	254	UP000002515: Chromosome	223283					
Q885F2	NP_791706.1;WP_005767830.1;	Q885F2_PSESM	unreviewed	Transcriptional regulator, LysR family	PSPTO_1883	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	308	UP000002515: Chromosome	223283	DNA-templated transcription [GO:0006351]		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]	GO:0003700; GO:0006351; GO:0043565
Q885F3	NP_791705.1;WP_005767827.1;	Q885F3_PSESM	unreviewed	Peptidase, M20/M25/M40 family	PSPTO_1882	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	385	UP000002515: Chromosome	223283			hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0016787; GO:0046872
Q885F4	NP_791704.1;WP_011103748.1;	Q885F4_PSESM	unreviewed	Aldehyde dehydrogenase family protein	PSPTO_1881	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	505	UP000002515: Chromosome	223283			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620
Q885F5	NP_791703.1;	Q885F5_PSESM	unreviewed	3-hydroxyisobutyrate dehydrogenase	PSPTO_1880	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	280	UP000002515: Chromosome	223283	organic acid catabolic process [GO:0016054]		NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; organic acid catabolic process [GO:0016054]	GO:0016054; GO:0016616; GO:0050661; GO:0051287
Q885F6	NP_791702.1;WP_011103746.1;	Q885F6_PSESM	unreviewed	Transcriptional regulator, LysR family	PSPTO_1879	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	283	UP000002515: Chromosome	223283		cytosol [GO:0005829]	DNA-binding transcription factor activity [GO:0003700]	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0005829
Q885F7	NP_791701.1;	Q885F7_PSESM	unreviewed	ISPsy11, transposase OrfB	PSPTO_1878	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	272	UP000002515: Chromosome	223283	DNA integration [GO:0015074]		nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
Q885F8	NP_791699.1;	Q885F8_PSESM	unreviewed	Uncharacterized protein	PSPTO_1876	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	67	UP000002515: Chromosome	223283					
Q885F9	NP_791698.1;WP_005767816.1;	Q885F9_PSESM	unreviewed	Glutathione-dependent formaldehyde dehydrogenase	fdH PSPTO_1875	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	411	UP000002515: Chromosome	223283			oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	GO:0008270; GO:0016491
Q885G0	NP_791697.1;WP_005767814.1;	Q885G0_PSESM	unreviewed	Hydantoin racemase (EC 5.1.99.5)	hyuE PSPTO_1874	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	243	UP000002515: Chromosome	223283			amino-acid racemase activity [GO:0047661]	amino-acid racemase activity [GO:0047661]	GO:0047661
Q885G1	NP_791696.1;	Q885G1_PSESM	unreviewed	Transcriptional regulator, GntR family	PSPTO_1873	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	231	UP000002515: Chromosome	223283			DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700
Q885G2	NP_791695.1;	Q885G2_PSESM	unreviewed	Uncharacterized protein	PSPTO_1872	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	31	UP000002515: Chromosome	223283					
Q885G3	NP_791694.1;WP_011103740.1;	Q885G3_PSESM	unreviewed	Cytosine/purine/uracil/thiamine/allantoin permease family protein	PSPTO_1871	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	483	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	nucleobase transmembrane transporter activity [GO:0015205]	plasma membrane [GO:0005886]; nucleobase transmembrane transporter activity [GO:0015205]	GO:0005886; GO:0015205
Q885G5	NP_791692.1;	Q885G5_PSESM	unreviewed	Uncharacterized protein	PSPTO_1869	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	96	UP000002515: Chromosome	223283					
Q885G6	NP_791691.1;WP_011103738.1;	Q885G6_PSESM	unreviewed	Homospermidine synthase	hss PSPTO_1868	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	470	UP000002515: Chromosome	223283					
Q885G7	NP_791690.1;WP_005767798.1;	Q885G7_PSESM	unreviewed	Transcriptional regulator, TetR family	PSPTO_1866	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	199	UP000002515: Chromosome	223283			DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700
Q885G8	NP_791689.1;WP_005767796.1;	Q885G8_PSESM	unreviewed	NADH:flavin oxidoreductase/NADH oxidase family protein	PSPTO_1865	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	360	UP000002515: Chromosome	223283		cytosol [GO:0005829]	FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]	cytosol [GO:0005829]; FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]	GO:0005829; GO:0010181; GO:0016491
Q885H0	NP_791687.1;WP_011103736.1;	Q885H0_PSESM	unreviewed	Hydrolase, alpha/beta fold family	PSPTO_1863	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	286	UP000002515: Chromosome	223283	acylglycerol catabolic process [GO:0046464]	membrane [GO:0016020]	monoacylglycerol lipase activity [GO:0047372]	membrane [GO:0016020]; monoacylglycerol lipase activity [GO:0047372]; acylglycerol catabolic process [GO:0046464]	GO:0016020; GO:0046464; GO:0047372
Q885H1	NP_791686.1;WP_005767792.1;	Q885H1_PSESM	unreviewed	Oxidoreductase, zinc-binding protein	PSPTO_1862	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	333	UP000002515: Chromosome	223283		membrane [GO:0016020]	oxidoreductase activity [GO:0016491]	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]	GO:0016020; GO:0016491
Q885H2	NP_791685.1;WP_007245058.1;	Q885H2_PSESM	unreviewed	Oxidoreductase, short chain dehydrogenase/reductase family	PSPTO_1861	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	270	UP000002515: Chromosome	223283			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491
Q885H3	NP_791684.1;	Q885H3_PSESM	unreviewed	DUF393 domain-containing protein	PSPTO_1860	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	163	UP000002515: Chromosome	223283			protein-disulfide reductase activity [GO:0015035]	protein-disulfide reductase activity [GO:0015035]	GO:0015035
Q885H4	NP_791683.1;WP_011103735.1;	Q885H4_PSESM	unreviewed	Isothiocyanate resistance protein SaxB isochorismatase family	saxB PSPTO_1859	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	181	UP000002515: Chromosome	223283			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787
Q885H5	NP_791682.1;WP_011103734.1;	Q885H5_PSESM	unreviewed	Aliphatic isothiocyanate resistance protein SaxA	saxA PSPTO_1858	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	293	UP000002515: Chromosome	223283					
Q885H6	NP_791681.1;	Q885H6_PSESM	unreviewed	Transcriptional regulator, AraC family	PSPTO_1857	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	342	UP000002515: Chromosome	223283			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
Q885H7	NP_791680.1;WP_011103732.1;	Q885H7_PSESM	unreviewed	Transcriptional regulator, AraC family	PSPTO_1856	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	320	UP000002515: Chromosome	223283	positive regulation of metabolic process [GO:0009893]		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; positive regulation of metabolic process [GO:0009893]	GO:0003700; GO:0009893; GO:0043565
Q885H8	NP_791679.1;	Q885H8_PSESM	unreviewed	TonB-dependent receptor, putative	PSPTO_1855	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	693	UP000002515: Chromosome	223283		cell outer membrane [GO:0009279]	siderophore uptake transmembrane transporter activity [GO:0015344]	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]	GO:0009279; GO:0015344
Q885H9	NP_791678.1;WP_011103730.1;	Q885H9_PSESM	unreviewed	DUF2946 domain-containing protein	PSPTO_1854	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	129	UP000002515: Chromosome	223283					
Q885I0	NP_791677.1;	Q885I0_PSESM	unreviewed	Uncharacterized protein	PSPTO_1853	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	35	UP000002515: Chromosome	223283					
Q885I1	NP_791676.1;WP_011103728.1;	Q885I1_PSESM	unreviewed	Mechanosensitive ion channel family protein	PSPTO_1852	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	804	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	mechanosensitive monoatomic ion channel activity [GO:0008381]	plasma membrane [GO:0005886]; mechanosensitive monoatomic ion channel activity [GO:0008381]	GO:0005886; GO:0008381
Q885I2	NP_791675.1;	Q885I2_PSESM	unreviewed	Uncharacterized protein	PSPTO_1851	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	720	UP000002515: Chromosome	223283					
Q885I3	NP_791674.1;	Q885I3_PSESM	unreviewed	Uncharacterized protein	PSPTO_1850	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	532	UP000002515: Chromosome	223283					
Q885I4	NP_791673.1;	Q885I4_PSESM	unreviewed	Uncharacterized protein	PSPTO_1849	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	171	UP000002515: Chromosome	223283					
Q885I5	NP_791672.1;	Q885I5_PSESM	unreviewed	Uncharacterized protein	PSPTO_1848	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	77	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q885I6	NP_791671.1;WP_002554423.1;	Q885I6_PSESM	unreviewed	Transcriptional repressor, putative	PSPTO_1847	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	108	UP000002515: Chromosome	223283	regulation of DNA-templated transcription [GO:0006355]		DNA binding [GO:0003677]	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0006355
