WP_RefSeq PSPTO uniprot
WP_003377605.1 PSPTO4426 Q87WW7
WP_161797771.1 PSPTO4427 Q87WW6
WP_005766543.1 PSPTO4428 Q87WW5
WP_005766542.1 PSPTO4429 Q87WW4
WP_003377598.1 PSPTO4430 Q87WW3
WP_005620321.1 PSPTO4431 Q87WW2
WP_011105005.1 PSPTO4432 Q87WW1
WP_003313577.1 PSPTO4433 Q87WW0
WP_003377592.1 PSPTO4434 Q87WV9
WP_003377590.1 PSPTO4435 Q87WV8
WP_011105006.1 PSPTO4436 Q87WV7
WP_005766530.1 PSPTO4437 Q87WV6
WP_005766528.1 PSPTO4438 Q87WV5
WP_005766526.1 PSPTO4439 Q87WV4
WP_005739059.1 PSPTO4441 Q87WV2
WP_003377577.1 PSPTO4442 Q87WV1
WP_005766523.1 PSPTO4443 Q87WV0
WP_005766521.1 PSPTO4444 Q87WU9
WP_003377572.1 PSPTO4445 Q87WU8
WP_011105008.1 PSPTO4446 Q87WU7
WP_005620333.1 PSPTO4447 Q87WU6
WP_005766516.1 PSPTO4448 Q87WU5
WP_005766514.1 PSPTO4449 Q87WU4
WP_005766512.1 PSPTO4450 Q87WU3
WP_007243690.1 PSPTO4451 Q87WU2
WP_005620338.1 PSPTO4452 Q87WU1
WP_003377556.1 PSPTO4453 Q87WU0
WP_003377554.1 PSPTO4454 Q87WT9
WP_005766506.1 PSPTO4455 Q87WT8
WP_003377550.1 PSPTO4456 Q87WT7
WP_003377548.1 PSPTO4457 Q87WT6
WP_011105009.1 PSPTO4458 Q87WT5
WP_011105010.1 PSPTO4459 Q87WT4
WP_005766501.1 PSPTO4460 Q87WT3
WP_011105011.1 PSPTO4461 Q87WT2
WP_011105012.1 PSPTO4462 Q87WT1
WP_007243694.1 PSPTO4463 Q87WT0
WP_003377535.1 PSPTO4464 Q87WS9
WP_011105013.1 PSPTO4465 Q87WS8
WP_005766488.1 PSPTO4466 Q87WS7
WP_011105014.1 PSPTO4467 Q87WS6
WP_003377531.1 PSPTO4468 Q87WS5
WP_011105015.1 PSPTO4469 Q87WS4
WP_003377527.1 PSPTO4470 Q87WS3
WP_074842212.1 PSPTO4471 Q87WS2
WP_002555108.1 PSPTO4472 Q87WS1
WP_002555109.1 PSPTO4473 Q87WS0
WP_005766477.1 PSPTO4474 Q87WR9
WP_011105016.1 PSPTO4475 Q87WR8
WP_011105017.1 PSPTO4476 Q87WR7
WP_011105018.1 PSPTO4477 Q87WR6
WP_007243700.1 PSPTO4478 Q87WR5
WP_005766467.1 PSPTO4479 Q87WR4
WP_011105019.1 PSPTO4480 Q87WR3
WP_005766463.1 PSPTO4481 Q87WR2
WP_005766460.1 PSPTO4482 Q87WR1
WP_032710582.1 PSPTO4483 Q87WR0
WP_004656644.1 PSPTO4484 Q87WQ9
WP_054082654.1 PSPTO4485 Q877V4
WP_003377508.1 PSPTO4486 Q87WQ8
WP_002555121.1 PSPTO4487 Q87WQ7
WP_005766456.1 PSPTO4488 A0PCI9
WP_003377505.1 PSPTO4489 Q87WQ6
WP_003377503.1 PSPTO4490 Q87WQ5
WP_005620402.1 PSPTO4491 Q87WQ4
WP_024419631.1 PSPTO4492 Q87WQ3
WP_005766452.1 PSPTO4493 Q87WQ2
WP_005739097.1 PSPTO4494 Q87WQ1
WP_005766449.1 PSPTO4495 Q87WQ0
WP_011105022.1 PSPTO4496 Q87WP9
WP_011105023.1 PSPTO4497 Q87WP8
WP_005620411.1 PSPTO4498 Q87WP7
WP_003377487.1 PSPTO4499 Q87WP6
WP_005766442.1 PSPTO4500 Q87WP5
WP_007243709.1 PSPTO4501 Q87WP4
WP_007243710.1 PSPTO4502 Q87WP3
WP_005766439.1 PSPTO4503 Q87WP2
WP_003377482.1 PSPTO4504 Q87WP1
WP_011105024.1 PSPTO4505 Q87WP0
WP_003377479.1 PSPTO4506 Q87WN9
WP_011105025.1 PSPTO4507 Q87WN8
WP_002555142.1 PSPTO4508 Q87WN7
WP_011105026.1 PSPTO4509 Q87WN6
WP_165442254.1 PSPTO4511 Q87WN5
WP_011105028.1 PSPTO4512 Q87WN4
WP_005620437.1 PSPTO4513 Q87WN3
WP_007243715.1 PSPTO4514 Q87WN2
WP_003377471.1 PSPTO4515 Q87WN1
WP_003377470.1 PSPTO4516 Q87WN0
WP_011105030.1 PSPTO4517 Q87WM9
WP_011105031.1 PSPTO4518 Q87WM8
WP_226992654.1 PSPTO4519 Q87WM7
WP_011105033.1 PSPTO4520 Q87WM6
WP_007243722.1 PSPTO4521 Q87WM5
WP_011105034.1 PSPTO4522 Q87WM4
WP_226992705.1 PSPTO4523 Q87WM3
WP_007243725.1 PSPTO4524 Q87WM2
WP_010208948.1 PSPTO4525 Q87WM1
WP_011105036.1 PSPTO4526 Q87WM0
WP_011105037.1 PSPTO4527 Q87WL9
WP_046463394.1 PSPTO4528 Q87WL8
WP_011105039.1 PSPTO4529 Q87WL7
WP_011105040.1 PSPTO4530 Q87WL6
WP_007243732.1 PSPTO4531 Q87WL5
WP_011105042.1 PSPTO4533 Q87WL3
WP_007243735.1 PSPTO4534 Q87WL2
WP_011105043.1 PSPTO4535 Q87WL1
WP_011105044.1 PSPTO4536 Q87WL0
WP_011105045.1 PSPTO4537 Q87WK9
WP_005769341.1 PSPTO4538 Q87WK8
WP_011105046.1 PSPTO4539 Q87WK7
WP_046463396.1 PSPTO4540 Q87WK6
WP_011105048.1 PSPTO4541 Q87WK5
WP_003379656.1 PSPTO4542 Q87WK4
WP_011105049.1 PSPTO4543 Q87WK3
WP_046463393.1 PSPTO4544 Q87WK2
WP_007243742.1 PSPTO4545 Q87WK1
WP_011105051.1 PSPTO4546 Q87WK0
WP_011105052.1 PSPTO4547 Q87WJ9
WP_005769363.1 PSPTO4548 Q87WJ8
WP_005620479.1 PSPTO4549 Q87WJ7
WP_007243745.1 PSPTO4550 Q87WJ6
WP_011105053.1 PSPTO4551 Q87WJ5
WP_003395104.1 PSPTO4553 Q87WJ3
WP_011105055.1 PSPTO4554 Q87WJ2
WP_005769371.1 PSPTO4555 Q87WJ1
WP_044393109.1 PSPTO4556 Q87WJ0
WP_011105057.1 PSPTO4557 Q87WI9
WP_011105058.1 PSPTO4558 Q87WI8
WP_011105059.1 PSPTO4559 Q87WI7
WP_005769381.1 PSPTO4560 Q87WI6
WP_005769383.1 PSPTO4561 Q87WI5
WP_005769384.1 PSPTO4562 Q87WI4
WP_007243753.1 PSPTO4563 Q87WI3
WP_011105060.1 PSPTO4564 Q87WI2
 partial;pseudo;PSPTO4565 NA
WP_003409203.1 PSPTO4566 NA
WP_003409202.1 PSPTO4567 NA
 partial;pseudo;PSPTO4568 NA
WP_046463395.1 PSPTO4569 Q87WI1
WP_011105062.1 PSPTO4570 Q87WI0
WP_011105063.1 PSPTO4571 Q87WH9
WP_005769400.1 PSPTO4572 Q87WH8
WP_011105066.1 PSPTO4574 Q87WH6
WP_003368676.1 PSPTO4575 Q87WH5
WP_003400010.1 PSPTO4576 Q87WH4
WP_005771655.1 PSPTO4577 Q87WH3
WP_011105067.1 PSPTO4578 Q87WH2
WP_011105068.1 PSPTO4579 Q87WH1
WP_002555214.1 PSPTO4580 Q87WH0
WP_005736691.1 PSPTO4581 Q87WG9
WP_007243764.1 PSPTO4582 Q87WG8
WP_003379718.1 PSPTO4583 Q87WG7
WP_024666223.1 PSPTO4584 Q87WG6
WP_005771663.1 PSPTO4585 Q87WG5
WP_003379721.1 PSPTO4586 Q87WG4
WP_005771665.1 PSPTO4587 Q87WG3
WP_011105070.1 PSPTO4588 Q87WG2
WP_007243769.1 PSPTO4589 Q87WG1
WP_225982976.1 PSPTO4590 Q87WG0
WP_007243772.1 PSPTO4593 Q87WF7
WP_011105072.1 PSPTO4594 Q87WF6
WP_007247571.1 PSPTO4596 NA
WP_011105074.1 PSPTO4597 Q87WF4
WP_005770157.1 PSPTO4599 Q87WF2
WP_005770159.1 PSPTO4600 Q87WF1
WP_005770161.1 PSPTO4601 Q87WF0
WP_011105075.1 PSPTO4602 Q87WE9
WP_011105076.1 PSPTO4603 Q87WE8
WP_011105077.1 PSPTO4604 Q87WE7
WP_011105078.1 PSPTO4605 Q87WE6
WP_011105079.1 PSPTO4606 Q87WE5
WP_057443220.1 PSPTO4607 Q87WE4
WP_003425065.1 PSPTO4608 Q87WE3
WP_003317528.1 PSPTO4610 Q87WE1
WP_057443217.1 PSPTO4611 Q87WE0
WP_003317531.1 PSPTO4612 Q87WD9
WP_011105083.1 PSPTO4613 Q87WD8
WP_003317532.1 PSPTO4614 Q87WD7
WP_003317533.1 PSPTO4615 Q87WD6
WP_011105084.1 PSPTO4616 Q87WD5
WP_003425060.1 PSPTO4618 Q87WD3
WP_011267047.1 PSPTO4619 Q87WD2
WP_003425054.1 PSPTO4620 Q87WD1
 partial;pseudo;PSPTO4621 NA
WP_003425026.1 PSPTO4622 Q87WC9
WP_010428875.1 PSPTO4623 Q87WC8
WP_011105087.1 PSPTO4624 Q87WC7
WP_002551322.1 PSPTO4625 NA
WP_005741073.1 PSPTO4626 NA
WP_226992655.1 PSPTO4627 Q87WC6
WP_011105091.1 PSPTO4630 Q87WC3
WP_011105092.1 PSPTO4631 Q87WC2
WP_007243779.1 PSPTO4632 Q87WC1
WP_011105093.1 PSPTO4633 Q87WC0
WP_011105094.1 PSPTO4634 Q87WB9
WP_011105095.1 PSPTO4635 Q87WB8
WP_005770183.1 PSPTO4636 Q87WB7
WP_011105096.1 PSPTO4637 Q87WB6
WP_005770185.1 PSPTO4638 Q87WB5
WP_005770186.1 PSPTO4639 Q87WB4
WP_005770187.1 PSPTO4640 Q87WB3
WP_007243783.1 PSPTO4641 Q87WB2
WP_011105097.1 PSPTO4642 Q87WB1
WP_007247571.1 PSPTO4643 NA
WP_005770190.1 PSPTO4644 Q87WB0
WP_005770191.1 PSPTO4645 Q87WA9
WP_003381744.1 PSPTO4646 Q87WA8
WP_011105098.1 PSPTO4647 Q87WA7
WP_011105099.1 PSPTO4648 Q87WA6
WP_011105100.1 PSPTO4649 Q87WA5
WP_011105101.1 PSPTO4650 Q87WA4
WP_011105102.1 PSPTO4651 Q87WA3
WP_011105103.1 PSPTO4652 Q87WA2
WP_011105104.1 PSPTO4653 Q87WA1
WP_011105105.1 PSPTO4654 Q87WA0
WP_005770220.1 PSPTO4656 Q87W98
WP_004397257.1 PSPTO4657 Q87W97
WP_005770225.1 PSPTO4658 Q87W96
WP_046463348.1 PSPTO4659 Q87W95
WP_011105107.1 PSPTO4660 Q87W94
WP_011105108.1 PSPTO4661 Q87W93
WP_011105109.1 PSPTO4662 Q87W92
WP_007243792.1 PSPTO4663 Q87W91
WP_011105110.1 PSPTO4664 Q87W90
WP_046463347.1 PSPTO4665 Q87W89
WP_011105112.1 PSPTO4666 Q87W88
WP_046463346.1 PSPTO4667 Q87W87
WP_005770243.1 PSPTO4668 Q87W86
WP_005770245.1 PSPTO4669 Q87W85
WP_005770247.1 PSPTO4670 Q87W84
WP_226992656.1 PSPTO4671 Q87W83
WP_005770251.1 PSPTO4672 Q87W82
WP_005770253.1 PSPTO4673 Q87W81
WP_005894368.1 PSPTO4675 Q87W79
 partial;pseudo;PSPTO4678 NA
 pseudo;PSPTO4679 NA
WP_005894383.1 PSPTO4680 Q87W76
WP_005894385.1 PSPTO4681 Q87W75
WP_011105118.1 PSPTO4682 Q87W74
WP_011105119.1 PSPTO4683 Q87W73
WP_011105120.1 PSPTO4684 Q87W72
WP_007252518.1 PSPTO4685 Q87W71
WP_011105121.1 PSPTO4686 Q87W70
WP_011105122.1 PSPTO4687 Q87W69
WP_005894402.1 PSPTO4688 Q87W68
WP_011105123.1 PSPTO4689 Q87W67
WP_005894403.1 PSPTO4690 Q87W66
WP_011105124.1 PSPTO4691 Q87W65
WP_003409202.1 PSPTO4693 NA
WP_003409203.1 PSPTO4694 NA
WP_011105127.1 PSPTO4699 Q87W61
WP_007247571.1 PSPTO4702 NA
WP_005906196.1 PSPTO4703 G3XDC7
WP_011105129.1 PSPTO4704 Q87W60
WP_005888854.1 PSPTO4705 D3NQ26
WP_005888851.1 PSPTO4707 Q87W58
WP_005888850.1 PSPTO4708 Q87W57
WP_011105130.1 PSPTO4709 Q87W56
WP_005888848.1 PSPTO4710 Q87W55
WP_005888847.1 PSPTO4711 Q87W54
WP_007251966.1 PSPTO4712 Q87W53
WP_005888845.1 PSPTO4713 Q87W52
WP_005888844.1 PSPTO4714 Q87W51
WP_011105131.1 PSPTO4716 Q87W50
WP_024691293.1 PSPTO4717 Q87W49
WP_024691294.1 PSPTO4718 Q87W48
WP_005904445.1 PSPTO4719 Q87W47
WP_226992657.1 PSPTO4720 Q87W46
WP_007251972.1 PSPTO4721 Q87W45
WP_011105134.1 PSPTO4722 Q79LY0
WP_005888835.1 PSPTO4723 Q87W43
 partial;pseudo;PSPTO4724 NA
WP_010213957.1 PSPTO4725 Q877Q3
WP_005888834.1 PSPTO4726 NA
WP_011105137.1 PSPTO4727 Q87W42
WP_005741073.1 PSPTO4729 NA
WP_002551322.1 PSPTO4730 NA
 partial;pseudo;PSPTO4732 NA
WP_226992658.1 PSPTO4733 Q87W40
WP_005888829.1 PSPTO4734 Q87W39
WP_011105140.1 PSPTO4735 Q87W38
WP_003409202.1 PSPTO4737 NA
WP_003409203.1 PSPTO4738 NA
WP_005888823.1 PSPTO4741 Q87W37
WP_011105141.1 PSPTO4742 Q87W36
WP_057443144.1 PSPTO4743 Q87W35
WP_011105143.1 PSPTO4744 Q87W34
 partial;pseudo;PSPTO4745 NA
WP_011105146.1 PSPTO4746 Q87W32
WP_011105147.1 PSPTO4747 Q87W31
WP_011105148.1 PSPTO4748 Q87W30
 partial;pseudo;PSPTO4749 NA
WP_011105149.1 PSPTO4750 Q87W29
WP_046463610.1 PSPTO4751 Q87W28
WP_011105151.1 PSPTO4752 Q87W27
WP_011105152.1 PSPTO4753 Q87W26
WP_011105153.1 PSPTO4754 Q87W25
WP_011105154.1 PSPTO4755 Q87W24
WP_046463616.1 PSPTO4759 Q87W20
WP_226992661.1 PSPTO4760 Q87W19
WP_046463617.1 PSPTO4761 Q87W18
WP_011105161.1 PSPTO4762 Q87W17
WP_011105162.1 PSPTO4763 Q87W16
WP_003409202.1 PSPTO4764 NA
WP_003409203.1 PSPTO4765 NA
WP_011105163.1 PSPTO4766 Q87W15
WP_011105164.1 PSPTO4767 Q87W14
WP_005741073.1 PSPTO4768 NA
WP_002551322.1 PSPTO4769 NA
WP_011105165.1 PSPTO4770 Q87W13
WP_046463555.1 PSPTO4771 Q87W12
WP_011105167.1 PSPTO4772 Q87W11
 partial;pseudo;PSPTO4773 NA
WP_011105169.1 PSPTO4774 Q87W09
WP_005763322.1 PSPTO4775 Q87W08
WP_005763320.1 PSPTO4776 Q87W07
WP_011105170.1 PSPTO4777 Q87W06
WP_011105171.1 PSPTO4778 Q87W05
WP_011105172.1 PSPTO4779 Q87W04
WP_011105173.1 PSPTO4780 Q87W03
WP_046463556.1 PSPTO4781 Q87W02
WP_011105175.1 PSPTO4782 Q87W01
WP_011105177.1 PSPTO4784 Q87VZ9
WP_007243826.1 PSPTO4786 Q87VZ7
 partial;pseudo;PSPTO4787 NA
WP_011105180.1 PSPTO4788 Q87VZ5
WP_003376614.1 PSPTO4789 Q87VZ4
WP_005763294.1 PSPTO4790 Q87VZ3
WP_003408269.1 PSPTO4792 Q877P6
WP_003376607.1 PSPTO4793 Q87VZ1
WP_005763288.1 PSPTO4794 B1GRK1
WP_003376603.1 PSPTO4795 Q87VZ0
WP_005763284.1 PSPTO4796 Q87VY9
WP_011105183.1 PSPTO4798 Q87VY7
WP_005763279.1 PSPTO4799 Q87VY6
WP_007243834.1 PSPTO4800 Q87VY5
WP_003376593.1 PSPTO4802 Q87VY3
WP_003376591.1 PSPTO4803 Q87VY2
WP_005620645.1 PSPTO4804 Q87VY1
WP_005763270.1 PSPTO4805 Q87VY0
WP_011105185.1 PSPTO4806 Q87VX9
WP_007243836.1 PSPTO4807 Q87VX8
WP_011105186.1 PSPTO4808 Q87VX7
WP_011105187.1 PSPTO4809 Q87VX6
WP_011105188.1 PSPTO4810 Q87VX5
WP_011105190.1 PSPTO4812 Q87VX3
WP_005763254.1 PSPTO4813 Q87VX2
WP_011105191.1 PSPTO4814 Q87VX1
WP_011105192.1 PSPTO4815 Q87VX0
WP_003376569.1 PSPTO4816 Q87VW9
WP_005763248.1 PSPTO4817 Q87VW8
WP_005763246.1 PSPTO4818 Q87VW7
WP_007244676.1 PSPTO4819 Q87VW6
WP_005763243.1 PSPTO4820 Q87VW5
WP_003376558.1 PSPTO4821 Q87VW4
WP_007244675.1 PSPTO4822 Q87VW3
WP_005736753.1 PSPTO4823 Q87VW2
WP_007244673.1 PSPTO4824 Q87VW1
WP_011105194.1 PSPTO4825 Q87VW0
WP_003313894.1 PSPTO4826 Q87VV9
WP_005763231.1 PSPTO4827 Q87VV8
WP_161458274.1 PSPTO4828 Q87VV7
WP_011105195.1 PSPTO4829 Q87VV6
WP_005763225.1 PSPTO4830 Q87VV5
WP_007244669.1 PSPTO4831 Q87VV4
WP_011105196.1 PSPTO4832 Q87VV3
WP_046463552.1 PSPTO4833 Q87VV2
WP_005763217.1 PSPTO4834 Q87VV1
WP_005763215.1 PSPTO4835 Q87VV0
WP_005763213.1 PSPTO4836 Q87VU9
WP_011105198.1 PSPTO4837 Q87VU8
WP_011105200.1 PSPTO4839 Q87VU6
WP_007244663.1 PSPTO4840 Q87VU5
WP_011105201.1 PSPTO4841 Q87VU4
WP_005763203.1 PSPTO4842 Q87VU3
WP_046463551.1 PSPTO4843 Q87VU2
WP_007244661.1 PSPTO4844 Q87VU1
WP_011105203.1 PSPTO4845 Q87VU0
WP_002555356.1 PSPTO4846 Q87VT9
WP_011105204.1 PSPTO4847 Q87VT8
WP_005763193.1 PSPTO4848 Q87VT7
WP_005763190.1 PSPTO4849 Q87VT6
WP_230692073.1 PSPTO4850 Q87VT5
WP_005763186.1 PSPTO4851 Q87VT4
WP_007244656.1 PSPTO4852 Q87VT3
WP_005763182.1 PSPTO4853 Q87VT2
WP_007244655.1 PSPTO4854 Q87VT1
WP_005763178.1 PSPTO4855 Q87VT0
WP_011105206.1 PSPTO4856 Q87VS9
WP_005763174.1 PSPTO4857 Q87VS8
WP_264370967.1 PSPTO4858 Q87VS7
WP_002555369.1 PSPTO4859 Q87VS6
WP_002555370.1 PSPTO4860 Q87VS5
WP_007244651.1 PSPTO4861 Q87VS4
WP_007244650.1 PSPTO4862 Q87VS3
WP_011105208.1 PSPTO4863 Q87VS2
WP_005763161.1 PSPTO4864 Q87VS1
WP_002555375.1 PSPTO4865 Q87VS0
WP_011105209.1 PSPTO4866 Q87VR9
WP_011105210.1 PSPTO4867 Q87VR8
WP_007244646.1 PSPTO4868 Q87VR7
WP_005763150.1 PSPTO4869 Q87VR6
WP_011105211.1 PSPTO4870 Q87VR5
WP_011105212.1 PSPTO4871 Q87VR4
WP_011105213.1 PSPTO4872 Q87VR3
WP_044391804.1 PSPTO4873 Q87VR2
WP_011105215.1 PSPTO4874 Q87VR1
WP_005763136.1 PSPTO4875 Q87VR0
WP_005763134.1 PSPTO4876 Q87VQ9
WP_193383855.1 PSPTO4877 Q87VQ8
WP_005763130.1 PSPTO4878 Q87VQ7
WP_007244641.1 PSPTO4879 Q87VQ6
WP_005763127.1 PSPTO4880 Q87VQ5
WP_005763123.1 PSPTO4881 Q87VQ4
WP_011105217.1 PSPTO4882 Q87VQ3
WP_005763119.1 PSPTO4883 Q87VQ2
WP_046463546.1 PSPTO4884 Q87VQ1
WP_011105219.1 PSPTO4885 Q87VQ0
WP_005763115.1 PSPTO4886 Q87VP9
WP_011105220.1 PSPTO4887 Q87VP8
WP_003376420.1 PSPTO4888 Q87VP7
WP_005763108.1 PSPTO4889 Q87VP6
WP_005763106.1 PSPTO4890 Q87VP5
WP_005763104.1 PSPTO4891 Q87VP4
WP_011105221.1 PSPTO4892 Q87VP3
WP_011105222.1 PSPTO4893 Q87VP2
WP_005763098.1 PSPTO4894 Q87VP1
WP_005763096.1 PSPTO4895 Q87VP0
WP_011105223.1 PSPTO4896 Q87VN9
WP_005763092.1 PSPTO4897 Q87VN8
WP_003376398.1 PSPTO4898 Q87VN7
WP_011105224.1 PSPTO4899 Q87VN6
WP_011105225.1 PSPTO4900 Q87VN5
WP_011105226.1 PSPTO4901 Q87VN4
WP_005763080.1 PSPTO4902 Q87VN3
WP_005763077.1 PSPTO4903 Q87VN2
WP_003376387.1 PSPTO4906 Q87VN0
WP_011105228.1 PSPTO4907 Q87VM9
WP_005763069.1 PSPTO4908 Q87VM8
WP_007244624.1 PSPTO4909 Q87VM7
WP_005763065.1 PSPTO4910 Q87VM6
WP_003376376.1 PSPTO4911 Q87VM5
WP_011105229.1 PSPTO4912 Q87VM4
WP_005763059.1 PSPTO4913 Q87VM3
WP_005763057.1 PSPTO4914 Q87VM2
WP_011105230.1 PSPTO4915 Q87VM1
WP_003376366.1 PSPTO4916 Q87VM0
WP_005763054.1 PSPTO4917 Q87VL9
WP_002551844.1 PSPTO4918 Q87VL8
WP_005736842.1 PSPTO4919 Q87VL7
WP_005620804.1 PSPTO4920 Q87VL6
WP_005763051.1 PSPTO4921 Q87VL5
WP_005620808.1 PSPTO4922 Q87VL4
WP_005763045.1 PSPTO4923 Q87VL3
WP_011105232.1 PSPTO4924 Q87VL2
WP_011105233.1 PSPTO4925 Q87VL1
WP_011105234.1 PSPTO4926 Q87VL0
WP_011105235.1 PSPTO4927 Q87VK9
WP_005763035.1 PSPTO4928 Q87VK8
WP_003380723.1 PSPTO4929 Q87VK7
WP_003317208.1 PSPTO4930 Q87VK6
WP_005620823.1 PSPTO4931 Q87VK5
WP_002551829.1 PSPTO4932 Q87VK4
WP_002551828.1 PSPTO4933 Q87VK3
WP_005620859.1 PSPTO4934 Q87VK2
WP_011105236.1 PSPTO4935 Q87VK1
WP_011105237.1 PSPTO4936 Q87VK0
WP_003422343.1 PSPTO4937 Q87VJ9
WP_005763027.1 PSPTO4938 Q87VJ8
WP_005763025.1 PSPTO4939 Q87VJ7
WP_011105238.1 PSPTO4940 Q87VJ6
WP_005736856.1 PSPTO4941 Q87VJ5
WP_002551819.1 PSPTO4942 Q87VJ4
WP_011105239.1 PSPTO4943 Q87VJ3
WP_011105240.1 PSPTO4944 Q87VJ2
WP_005763015.1 PSPTO4945 Q87VJ1
WP_003380701.1 PSPTO4946 Q87VJ0
WP_011105241.1 PSPTO4947 Q87VI9
WP_007244608.1 PSPTO4948 Q87VI8
WP_003380698.1 PSPTO4949 Q87VI7
WP_005763007.1 PSPTO4950 Q87VI6
WP_005763005.1 PSPTO4951 Q87VI5
WP_005763003.1 PSPTO4952 Q87VI4
WP_005763001.1 PSPTO4953 Q87VI3
WP_011105242.1 PSPTO4954 Q87VI2
WP_011105244.1 PSPTO4956 Q87VI0
WP_003380690.1 PSPTO4957 Q87VH9
WP_007244602.1 PSPTO4958 Q87VH8
WP_007244601.1 PSPTO4959 Q87VH7
WP_005762992.1 PSPTO4960 Q87VH6
WP_011105246.1 PSPTO4961 Q87VH5
WP_046463655.1 PSPTO4962 Q87VH4
WP_003377107.1 PSPTO4963 Q87VH3
WP_011105248.1 PSPTO4964 Q87VH2
WP_080946587.1 PSPTO4965 Q87VH1
WP_005762987.1 PSPTO4966 Q87VH0
WP_011105250.1 PSPTO4967 Q87VG9
WP_226992663.1 PSPTO4968 Q87VG8
WP_011105252.1 PSPTO4969 Q87VG7
WP_161797791.1 PSPTO4970 Q87VG6
WP_007247571.1 PSPTO4971 NA
WP_003377111.1 PSPTO4972 Q87VG5
WP_003377112.1 PSPTO4973 Q87VG4
WP_005736885.1 PSPTO4974 Q87VG3
WP_011105254.1 PSPTO4975 Q87VG2
WP_011105255.1 PSPTO4976 Q87VG1
WP_005762981.1 PSPTO4977 Q87VG0
 partial;pseudo;PSPTO4978 NA
WP_005762979.1 PSPTO4979 Q87VF8
WP_011105257.1 PSPTO4980 Q87VF7
WP_011105258.1 PSPTO4981 Q87VF6
WP_003377120.1 PSPTO4982 Q87VF5
WP_005736892.1 PSPTO4983 Q87VF4
WP_010213170.1 PSPTO4984 Q87VF3
WP_005762975.1 PSPTO4985 Q87VF2
WP_011105259.1 PSPTO4986 Q87VF1
WP_005762973.1 PSPTO4987 Q87VF0
WP_011105261.1 PSPTO4988 Q87VE9
WP_046463793.1 PSPTO4989 Q87VE8
WP_005762970.1 PSPTO4990 Q87VE7
WP_011105263.1 PSPTO4991 Q87VE6
WP_003377131.1 PSPTO4992 Q87VE5
 partial;pseudo;PSPTO4993 NA
WP_003409202.1 PSPTO4994 NA
WP_003409203.1 PSPTO4995 NA
 partial;pseudo;PSPTO4996 NA
WP_011105266.1 PSPTO4997 Q87VE2
WP_005762965.1 PSPTO4998 Q87VE1
WP_007244579.1 PSPTO4999 Q87VE0
WP_005762963.1 PSPTO5000 Q87VD9
WP_011105267.1 PSPTO5001 Q87VD8
WP_007244577.1 PSPTO5002 Q87VD7
WP_011105268.1 PSPTO5003 Q87VD6
WP_005762959.1 PSPTO5004 Q87VD5
WP_003377141.1 PSPTO5005 Q87VD4
WP_007244575.1 PSPTO5006 Q87VD3
WP_005762956.1 PSPTO5007 Q87VD2
WP_005762954.1 PSPTO5008 Q87VD1
WP_007244571.1 PSPTO5009 Q87VD0
WP_005762952.1 PSPTO5010 Q87VC9
WP_005620970.1 PSPTO5011 Q87VC8
WP_005762949.1 PSPTO5012 Q87VC7
WP_007244569.1 PSPTO5013 Q87VC6
WP_005762944.1 PSPTO5014 Q87VC5
WP_005762942.1 PSPTO5015 Q87VC4
WP_005762940.1 PSPTO5016 Q87VC3
WP_011105271.1 PSPTO5017 Q87VC2
WP_011105272.1 PSPTO5020 Q87VB9
WP_011105273.1 PSPTO5021 Q87VB8
WP_011105274.1 PSPTO5022 Q87VB7
WP_005771787.1 PSPTO5023 Q87VB6
WP_046463895.1 PSPTO5024 Q87VB5
WP_046463898.1 PSPTO5025 Q87VB4
WP_011105278.1 PSPTO5027 Q87VB2
WP_011105279.1 PSPTO5028 Q87VB1
WP_005769407.1 PSPTO5029 Q87VB0
WP_011105280.1 PSPTO5030 Q87VA9
WP_005621029.1 PSPTO5031 Q87VA8
WP_011105281.1 PSPTO5032 Q87VA7
WP_003377196.1 PSPTO5033 Q87VA6
WP_002551738.1 PSPTO5034 Q87VA5
WP_003377199.1 PSPTO5035 Q87VA4
WP_005736950.1 PSPTO5036 Q87VA3
WP_005769417.1 PSPTO5037 Q87VA2
WP_003377205.1 PSPTO5038 Q87VA1
WP_005736951.1 PSPTO5039 Q87VA0
WP_005736952.1 PSPTO5040 Q87V99
WP_007247057.1 PSPTO5041 Q87V98
WP_005769424.1 PSPTO5043 Q87V96
WP_005769426.1 PSPTO5044 Q87V95
WP_003377212.1 PSPTO5045 Q87V94
WP_011105285.1 PSPTO5046 Q87V93
WP_005769432.1 PSPTO5047 Q87V92
WP_003377215.1 PSPTO5048 Q87V91
WP_005621066.1 PSPTO5049 Q87V90
WP_003377217.1 PSPTO5050 Q87V89
WP_046463894.1 PSPTO5051 Q87V88
WP_011105287.1 PSPTO5052 Q87V87
WP_011105288.1 PSPTO5053 Q87V86
WP_011105289.1 PSPTO5054 Q87V85
WP_011105290.1 PSPTO5055 Q87V84
 pseudo;PSPTO5056 NA
WP_011105291.1 PSPTO5057 Q87V83
WP_005739631.1 PSPTO5058 Q87V82
WP_011105293.1 PSPTO5060 Q87V80
WP_005765391.1 PSPTO5061 Q87V79
WP_005765392.1 PSPTO5062 Q87V78
WP_007247340.1 PSPTO5063 Q87V77
WP_011105295.1 PSPTO5064 Q87V76
WP_002551711.1 PSPTO5067 Q87V74
