qseqid,sseqid,pident,alen,qlen,slen,evalue,bits,cov_q,cov_s
WP_011105230.1,DAKCFMEO_04834,30.2,242,238,286,2.4e-19,90.5,1.01681,0.846154
WP_011105232.1,DAKCFMEO_04873,94.9,296,297,296,6.3e-171,594.3,0.996633,1
WP_011105232.1,DAKCFMEO_02628,31.1,289,297,276,6.3e-30,125.9,0.973064,1.0471
WP_011105233.1,DAKCFMEO_04874,92.1,835,831,835,0.0e+00,1542.7,1.00481,1
WP_011105234.1,DAKCFMEO_04875,95.0,1092,1092,1092,0.0e+00,2181.0,1,1
WP_011105236.1,DAKCFMEO_04883,94.2,830,877,878,0.0e+00,1532.3,0.946408,0.94533
WP_011105237.1,DAKCFMEO_04886,81.4,644,644,644,2.8e-256,879.0,1,1
WP_011105238.1,DAKCFMEO_04890,92.2,395,395,392,8.3e-163,567.8,1,1.00765
WP_011105239.1,DAKCFMEO_04893,93.5,322,323,323,3.2e-168,585.5,0.996904,0.996904
WP_011105240.1,DAKCFMEO_04894,92.1,647,645,654,0.0e+00,1171.8,1.0031,0.989297
WP_011105241.1,DAKCFMEO_04897,82.9,496,496,496,1.8e-234,806.2,1,1
WP_011105242.1,DAKCFMEO_04904,88.8,511,511,511,6.1e-267,914.1,1,1
WP_011105244.1,DAKCFMEO_04907,83.2,595,595,594,7.8e-298,1016.9,1,1.00168
WP_011105246.1,DAKCFMEO_04912,90.7,172,177,173,8.8e-88,317.4,0.971751,0.99422
WP_011105248.1,DAKCFMEO_04915,89.8,205,205,205,2.2e-106,379.4,1,1
WP_011105254.1,DAKCFMEO_04927,88.3,428,429,429,3.4e-202,698.7,0.997669,0.997669
WP_011105255.1,DAKCFMEO_04928,98.7,629,629,629,0.0e+00,1268.1,1,1
WP_011105257.1,DAKCFMEO_04933,92.3,391,391,391,1.8e-210,726.1,1,1
WP_011105258.1,DAKCFMEO_04934,93.4,271,271,271,8.3e-146,510.8,1,1
WP_011105258.1,DAKCFMEO_04071,32.2,227,271,356,6.2e-16,79.3,0.837638,0.63764
WP_011105258.1,DAKCFMEO_04377,30.0,223,271,273,3.7e-13,70.1,0.822878,0.81685
WP_011105259.1,DAKCFMEO_04939,73.1,379,391,380,1.5e-164,573.5,0.969309,0.997368
WP_011105261.1,DAKCFMEO_04941,89.0,318,318,318,1.4e-165,576.6,1,1
WP_011105263.1,DAKCFMEO_04944,87.7,374,376,376,1.9e-193,669.5,0.994681,0.994681
WP_011105266.1,DAKCFMEO_04948,85.9,481,481,481,1.1e-244,840.1,1,1
WP_011105267.1,DAKCFMEO_04952,92.0,373,373,373,1.2e-206,713.4,1,1
WP_011105268.1,DAKCFMEO_04954,91.5,343,344,344,1.0e-188,653.7,0.997093,0.997093
WP_011105271.1,DAKCFMEO_04988,96.7,1317,1317,1317,0.0e+00,2493.8,1,1
WP_011105272.1,DAKCFMEO_04991,86.8,600,600,600,0.0e+00,1078.2,1,1
WP_011105272.1,DAKCFMEO_02915,39.9,547,600,592,3.5e-104,373.6,0.911667,0.923986
WP_011105272.1,DAKCFMEO_02917,37.1,563,600,601,1.1e-100,362.1,0.938333,0.936772
WP_011105273.1,DAKCFMEO_04992,47.1,858,873,838,8.1e-219,755.0,0.982818,1.02387
WP_011105278.1,DAKCFMEO_04430,80.4,219,224,222,5.3e-98,351.7,0.977679,0.986486
WP_011105279.1,DAKCFMEO_04995,86.8,491,487,491,3.0e-255,875.2,1.00821,1
WP_011105280.1,DAKCFMEO_04998,86.5,1995,1987,1993,0.0e+00,3290.4,1.00403,1.001
WP_011105281.1,DAKCFMEO_05000,79.2,178,179,179,2.5e-82,299.3,0.994413,0.994413
WP_011105285.1,DAKCFMEO_05013,91.7,228,228,228,3.4e-116,412.1,1,1
WP_011105287.1,DAKCFMEO_05020,93.8,404,404,404,4.2e-226,778.1,1,1
WP_011105288.1,DAKCFMEO_05021,87.9,107,107,107,2.9e-49,188.7,1,1
WP_011105291.1,DAKCFMEO_05050,98.7,615,615,615,0.0e+00,1213.4,1,1
WP_011105293.1,DAKCFMEO_02138,96.7,301,301,301,5.0e-160,558.1,1,1
WP_011105293.1,DAKCFMEO_00599,31.5,289,301,295,3.2e-37,150.2,0.960133,0.979661
WP_011105293.1,DAKCFMEO_02452,30.2,281,301,296,2.2e-30,127.5,0.933555,0.949324
WP_011105295.1,DAKCFMEO_02134,94.2,260,261,260,3.2e-147,515.4,0.996169,1
WP_011105298.1,DAKCFMEO_02127,91.6,499,625,624,6.8e-268,917.5,0.7984,0.799679
WP_011105299.1,DAKCFMEO_02126,97.9,468,468,468,5.2e-281,960.7,1,1
WP_011105299.1,DAKCFMEO_02021,32.1,417,468,455,1.4e-60,228.4,0.891026,0.916484
WP_011105299.1,DAKCFMEO_05182,31.0,416,468,434,4.4e-46,180.3,0.888889,0.958525
WP_011105299.1,DAKCFMEO_01034,31.2,420,468,400,5.4e-44,173.3,0.897436,1.05
WP_011105299.1,DAKCFMEO_02080,30.5,348,468,426,8.7e-42,166.0,0.74359,0.816901
WP_011105299.1,DAKCFMEO_02687,30.8,432,468,470,8.7e-42,166.0,0.923077,0.919149
WP_011105300.1,DAKCFMEO_02125,94.6,239,239,239,2.8e-129,455.7,1,1
WP_011105301.1,DAKCFMEO_02123,96.4,305,308,309,5.9e-164,571.2,0.99026,0.987055
WP_011105302.1,DAKCFMEO_02120,84.8,310,311,310,2.5e-146,512.7,0.996785,1
WP_011105302.1,DAKCFMEO_04247,37.9,306,311,312,2.3e-43,170.6,0.983923,0.980769
WP_011105304.1,DAKCFMEO_02117,92.9,282,283,283,2.3e-146,512.7,0.996466,0.996466
WP_011105304.1,DAKCFMEO_04265,33.2,190,283,306,3.0e-13,70.5,0.671378,0.620915
WP_011105305.1,DAKCFMEO_02115,83.2,291,291,299,3.1e-130,459.1,1,0.973244
WP_011105318.1,DAKCFMEO_04250,37.4,412,408,414,2.4e-64,240.7,1.0098,0.995169
WP_011105318.1,DAKCFMEO_00657,35.2,409,408,405,4.7e-60,226.5,1.00245,1.00988
WP_011105318.1,DAKCFMEO_04450,32.2,419,408,426,9.8e-50,192.2,1.02696,0.983568
WP_011105319.1,DAKCFMEO_02110,89.8,421,418,422,6.0e-204,704.5,1.00718,0.99763
WP_011105322.1,DAKCFMEO_04625,51.5,441,449,450,4.9e-119,422.5,0.982183,0.98
WP_011105322.1,DAKCFMEO_04172,41.2,434,449,456,3.8e-87,316.6,0.966592,0.951754
WP_011105322.1,DAKCFMEO_02135,35.7,456,449,485,6.8e-68,252.7,1.01559,0.940206
WP_011105323.1,DAKCFMEO_04640,82.0,484,504,487,4.4e-233,801.6,0.960317,0.99384
WP_011105326.1,DAKCFMEO_05101,98.1,1481,1481,1481,0.0e+00,2817.0,1,1
WP_011105328.1,DAKCFMEO_05102,91.7,544,541,542,4.1e-229,788.5,1.00555,1.00369
WP_011105329.1,DAKCFMEO_05109,96.9,354,354,354,5.7e-187,647.9,1,1
WP_011105330.1,DAKCFMEO_05110,95.0,814,814,814,0.0e+00,1544.6,1,1
WP_011105332.1,DAKCFMEO_05060,96.3,739,739,739,0.0e+00,1434.5,1,1
WP_011105333.1,DAKCFMEO_05061,96.2,578,578,578,0.0e+00,1093.2,1,1
WP_011105335.1,DAKCFMEO_05068,86.0,563,563,561,1.6e-300,1025.8,1,1.00357
WP_011105335.1,DAKCFMEO_05066,53.4,539,563,559,1.0e-182,634.4,0.957371,0.964222
WP_011105336.1,DAKCFMEO_05069,94.1,203,204,204,9.8e-107,380.6,0.995098,0.995098
WP_011105336.1,DAKCFMEO_05039,35.1,211,204,220,1.9e-22,100.5,1.03431,0.959091
WP_011105338.1,DAKCFMEO_05076,86.5,207,207,207,3.4e-99,355.5,1,1
WP_011105339.1,DAKCFMEO_05078,97.7,130,130,130,6.3e-75,274.2,1,1
WP_011105340.1,DAKCFMEO_05079,97.3,110,110,110,4.2e-56,211.5,1,1
WP_011105341.1,DAKCFMEO_05083,91.1,235,235,235,4.4e-119,421.8,1,1
WP_011105342.1,DAKCFMEO_05084,87.5,638,638,638,1.7e-202,700.3,1,1
WP_011105342.1,DAKCFMEO_01726,42.7,583,638,640,1.8e-82,301.6,0.913793,0.910937
WP_011105342.1,DAKCFMEO_01223,51.6,642,638,637,3.8e-72,267.3,1.00627,1.00785
WP_011105342.1,DAKCFMEO_05085,44.0,516,638,647,1.1e-66,249.2,0.808777,0.797527
WP_011105342.1,DAKCFMEO_01032,51.9,547,638,634,2.1e-59,224.9,0.857367,0.862776
WP_011105342.1,DAKCFMEO_04481,44.8,580,638,642,7.2e-47,183.3,0.909091,0.903427
WP_011105343.1,DAKCFMEO_05085,62.6,546,647,647,1.9e-143,504.2,0.843895,0.843895
WP_011105343.1,DAKCFMEO_01726,41.3,547,647,640,5.5e-71,263.5,0.84544,0.854688
WP_011105343.1,DAKCFMEO_05084,44.9,552,647,638,2.7e-62,234.6,0.853168,0.865204
WP_011105343.1,DAKCFMEO_01223,45.4,544,647,637,2.0e-60,228.4,0.840804,0.854003
WP_011105343.1,DAKCFMEO_04481,42.4,550,647,642,1.4e-42,169.1,0.850077,0.856698
WP_011105343.1,DAKCFMEO_01032,40.1,551,647,634,1.2e-41,166.0,0.851623,0.869085
WP_011105344.1,DAKCFMEO_05088,94.5,641,641,638,0.0e+00,1076.6,1,1.0047
WP_011105344.1,DAKCFMEO_01213,34.3,498,641,539,1.3e-77,285.4,0.776911,0.923933
WP_011105345.1,DAKCFMEO_05092,69.3,951,939,951,0.0e+00,1239.2,1.01278,1
WP_011105347.1,DAKCFMEO_05097,88.5,192,192,192,5.2e-102,364.8,1,1
WP_011105348.1,DAKCFMEO_02106,92.3,390,391,391,1.1e-199,690.3,0.997442,0.997442
WP_011105348.1,DAKCFMEO_00104,52.4,374,391,390,5.1e-96,345.9,0.956522,0.958974
WP_011105348.1,DAKCFMEO_01774,40.1,434,391,448,3.9e-72,266.5,1.10997,0.96875
WP_011105349.1,DAKCFMEO_02104,91.5,188,188,188,3.1e-99,355.5,1,1
WP_011105351.1,DAKCFMEO_05134,91.3,401,401,401,6.0e-209,721.1,1,1
WP_011105351.1,DAKCFMEO_05133,50.0,386,401,421,2.0e-103,370.5,0.962594,0.916865
WP_011105351.1,DAKCFMEO_03996,48.3,385,401,400,1.5e-95,344.4,0.9601,0.9625
WP_011105351.1,DAKCFMEO_04003,32.3,402,401,412,5.1e-51,196.4,1.00249,0.975728
WP_011105352.1,DAKCFMEO_05135,95.1,450,452,453,5.6e-256,877.5,0.995575,0.993377
WP_011105352.1,DAKCFMEO_03994,53.2,453,452,466,2.6e-144,506.5,1.00221,0.972103
WP_011105352.1,DAKCFMEO_05122,36.5,436,452,441,2.3e-68,254.2,0.964602,0.988662
WP_011105353.1,DAKCFMEO_05137,96.6,262,262,262,3.4e-144,505.4,1,1
WP_011105353.1,DAKCFMEO_05151,39.5,233,262,260,6.8e-36,145.6,0.889313,0.896154
WP_011105353.1,DAKCFMEO_02199,35.3,255,262,257,3.4e-35,143.3,0.973282,0.992218
WP_011105355.1,DAKCFMEO_05140,88.9,207,207,208,1.3e-111,396.7,1,0.995192
WP_011105356.1,DAKCFMEO_05141,94.0,1034,1033,1034,0.0e+00,1881.3,1.00097,1
WP_011105356.1,DAKCFMEO_01438,68.5,1010,1033,1015,0.0e+00,1368.6,0.977735,0.995074
WP_011105356.1,DAKCFMEO_03216,47.1,1017,1033,1022,1.3e-263,904.0,0.984511,0.995108
WP_011105356.1,DAKCFMEO_04449,38.0,1030,1033,1036,5.9e-200,692.6,0.997096,0.994208
WP_011105356.1,DAKCFMEO_00970,30.3,1011,1033,1028,2.8e-125,444.5,0.978703,0.983463
WP_011105357.1,DAKCFMEO_05142,85.1,356,356,356,1.6e-168,586.6,1,1
WP_011105357.1,DAKCFMEO_01437,46.4,343,356,366,1.3e-77,284.6,0.963483,0.937158
WP_011105357.1,DAKCFMEO_05143,35.2,352,356,372,2.8e-40,160.6,0.988764,0.946237
WP_011105357.1,DAKCFMEO_04448,30.9,350,356,368,2.2e-29,124.4,0.983146,0.951087
WP_011105359.1,DAKCFMEO_05146,94.1,339,339,339,4.8e-183,634.8,1,1
WP_011105359.1,DAKCFMEO_01373,55.9,333,339,342,2.1e-106,380.2,0.982301,0.973684
WP_011105360.1,DAKCFMEO_05148,94.4,288,286,288,4.8e-152,531.6,1.00699,1
WP_011105360.1,DAKCFMEO_05195,43.5,216,286,261,2.6e-41,163.7,0.755245,0.827586
WP_011105360.1,DAKCFMEO_01220,37.5,267,286,433,5.5e-39,156.0,0.933566,0.616628
WP_011105360.1,DAKCFMEO_05187,40.0,220,286,270,3.7e-35,143.3,0.769231,0.814815
WP_011105360.1,DAKCFMEO_02375,36.2,260,286,277,1.4e-34,141.4,0.909091,0.938628
WP_011105360.1,DAKCFMEO_02090,41.0,200,286,276,2.4e-34,140.6,0.699301,0.724638
WP_011105360.1,DAKCFMEO_05158,39.3,214,286,326,1.5e-33,137.9,0.748252,0.656442
WP_011105360.1,DAKCFMEO_02846,35.8,271,286,374,3.4e-33,136.7,0.947552,0.724599
WP_011105360.1,DAKCFMEO_03772,44.0,182,286,237,3.4e-33,136.7,0.636364,0.767932
WP_011105360.1,DAKCFMEO_00243,39.9,218,286,260,5.0e-32,132.9,0.762238,0.838462
WP_011105360.1,DAKCFMEO_04970,38.1,236,286,392,2.3e-29,124.0,0.825175,0.602041
WP_011105360.1,DAKCFMEO_00164,37.2,215,286,358,8.8e-29,122.1,0.751748,0.600559
WP_011105360.1,DAKCFMEO_02658,37.7,215,286,232,1.3e-27,118.2,0.751748,0.926724
WP_011105360.1,DAKCFMEO_04778,31.5,254,286,389,1.8e-26,114.4,0.888112,0.652956
WP_011105360.1,DAKCFMEO_04771,32.2,202,286,324,9.1e-26,112.1,0.706294,0.623457
WP_011105360.1,DAKCFMEO_00708,37.7,204,286,227,1.5e-25,111.3,0.713287,0.898678
WP_011105360.1,DAKCFMEO_00139,38.6,210,286,254,2.6e-25,110.5,0.734266,0.826772
WP_011105361.1,DAKCFMEO_05149,93.3,298,298,298,3.9e-165,575.1,1,1
WP_011105361.1,DAKCFMEO_04415,36.3,300,298,289,1.1e-42,168.3,1.00671,1.03806
WP_011105361.1,DAKCFMEO_01622,31.7,186,298,279,2.9e-19,90.5,0.624161,0.666667
WP_011105370.1,DAKCFMEO_02167,31.9,113,131,136,1.1e-15,77.4,0.862595,0.830882
WP_011105374.1,DAKCFMEO_02167,32.7,110,131,136,5.6e-15,75.1,0.839695,0.808824
WP_011105375.1,DAKCFMEO_05151,93.8,260,260,260,1.8e-137,483.0,1,1
WP_011105375.1,DAKCFMEO_02199,66.2,260,260,257,2.2e-95,343.2,1,1.01167
WP_011105375.1,DAKCFMEO_05137,38.4,224,260,262,9.1e-33,135.2,0.861538,0.854962
WP_011105376.1,DAKCFMEO_05153,94.3,193,193,193,7.6e-109,387.5,1,1
WP_011105378.1,DAKCFMEO_01976,89.7,406,409,425,2.7e-212,732.3,0.992665,0.955294
WP_011105378.1,DAKCFMEO_01975,34.3,402,409,395,1.3e-54,208.4,0.982885,1.01772
WP_011105379.1,DAKCFMEO_01975,95.2,395,395,395,1.4e-218,753.1,1,1
WP_011105379.1,DAKCFMEO_01976,34.1,399,395,425,6.4e-54,206.1,1.01013,0.938824
WP_011105380.1,DAKCFMEO_01974,92.8,444,444,444,3.6e-247,848.2,1,1
WP_011105381.1,DAKCFMEO_01970,81.8,203,203,203,1.0e-92,334.0,1,1
WP_011105382.1,DAKCFMEO_01969,94.0,50,50,50,5.3e-22,97.1,1,1
WP_011105383.1,DAKCFMEO_01966,91.4,325,325,332,2.4e-171,595.9,1,0.978916
WP_011105383.1,DAKCFMEO_05213,32.3,347,325,337,9.6e-40,158.7,1.06769,1.02967
WP_011105383.1,DAKCFMEO_01307,33.0,324,325,325,1.7e-36,147.9,0.996923,0.996923
WP_011105383.1,DAKCFMEO_04125,33.2,307,325,320,1.4e-35,144.8,0.944615,0.959375
WP_011105383.1,DAKCFMEO_05243,33.5,269,325,319,1.9e-27,117.9,0.827692,0.84326
WP_011105384.1,DAKCFMEO_01965,54.8,520,655,667,3.1e-154,540.0,0.793893,0.77961
WP_011105385.1,DAKCFMEO_01964,63.3,90,90,92,1.6e-29,122.9,1,0.978261
WP_011105390.1,DAKCFMEO_01947,97.0,336,336,336,1.9e-187,649.4,1,1
WP_011105392.1,DAKCFMEO_02211,89.8,509,510,510,3.7e-256,878.2,0.998039,0.998039
WP_011105393.1,DAKCFMEO_02210,83.2,214,216,216,7.4e-97,347.8,0.990741,0.990741
WP_011105394.1,DAKCFMEO_02200,76.2,210,210,210,9.1e-92,330.9,1,1
WP_011105395.1,DAKCFMEO_02198,98.2,224,224,224,2.6e-113,402.5,1,1
WP_011105395.1,DAKCFMEO_05139,46.8,205,224,214,3.1e-45,176.4,0.915179,0.957944
WP_011105396.1,DAKCFMEO_02196,93.0,716,716,715,0.0e+00,1338.6,1,1.0014
WP_011105396.1,DAKCFMEO_03533,41.4,471,716,481,8.7e-102,365.9,0.657821,0.97921
WP_011105396.1,DAKCFMEO_04603,41.7,458,716,510,3.4e-98,354.0,0.639665,0.898039
WP_011105399.1,DAKCFMEO_02089,91.2,512,513,513,1.7e-269,922.5,0.998051,0.998051
WP_011105399.1,DAKCFMEO_02088,39.3,478,513,515,7.4e-87,315.8,0.931774,0.928155
WP_011105400.1,DAKCFMEO_02088,95.3,515,515,515,1.8e-274,939.1,1,1
WP_011105400.1,DAKCFMEO_02089,39.2,479,515,513,3.3e-87,317.0,0.930097,0.933723
WP_011105401.1,DAKCFMEO_02087,93.0,454,458,458,4.4e-240,824.7,0.991266,0.991266
WP_011105401.1,DAKCFMEO_02394,42.9,448,458,469,2.2e-98,354.0,0.978166,0.955224
WP_011105401.1,DAKCFMEO_05226,36.8,446,458,463,2.8e-69,257.3,0.973799,0.963283
WP_011105402.1,DAKCFMEO_02086,91.0,401,401,401,1.1e-215,743.4,1,1
WP_011105403.1,DAKCFMEO_02085,91.0,266,266,267,6.7e-148,517.7,1,0.996255
WP_011105404.1,DAKCFMEO_02084,88.8,721,752,745,0.0e+00,1230.7,0.958777,0.967785
WP_011105404.1,DAKCFMEO_03678,35.6,716,752,732,7.3e-91,329.7,0.952128,0.978142
WP_011105404.1,DAKCFMEO_01203,30.9,599,752,641,2.4e-62,235.0,0.796543,0.934477
WP_011105406.1,DAKCFMEO_05166,96.9,323,323,323,4.1e-192,664.8,1,1
WP_011105407.1,DAKCFMEO_05171,91.2,217,218,218,1.1e-116,413.7,0.995413,0.995413
WP_011105407.1,DAKCFMEO_00260,42.1,214,218,217,1.9e-47,183.7,0.981651,0.986175
WP_011105407.1,DAKCFMEO_04182,42.3,213,218,217,1.0e-45,177.9,0.977064,0.981567
WP_011105408.1,DAKCFMEO_05172,81.7,142,142,142,8.1e-60,224.2,1,1
WP_011105411.1,DAKCFMEO_05176,85.4,309,310,310,2.3e-155,542.7,0.996774,0.996774
WP_011105411.1,DAKCFMEO_05175,39.5,253,310,302,4.5e-47,183.0,0.816129,0.837748
WP_011105412.1,DAKCFMEO_05178,94.8,464,464,472,2.6e-264,905.2,1,0.983051
WP_011105414.1,DAKCFMEO_02028,85.3,795,795,795,0.0e+00,1449.1,1,1
WP_011105416.1,DAKCFMEO_03370,74.8,512,517,492,4.5e-225,775.0,0.990329,1.04065
WP_011105416.1,DAKCFMEO_02795,82.4,363,517,363,7.5e-180,624.8,0.702128,1
WP_011105416.1,DAKCFMEO_03074,35.0,497,517,508,2.9e-78,287.3,0.961315,0.978346
WP_011105417.1,DAKCFMEO_02023,95.6,360,374,364,2.8e-200,692.2,0.962567,0.989011
WP_011105417.1,DAKCFMEO_02022,53.6,358,374,365,6.8e-114,405.2,0.957219,0.980822
WP_011105417.1,DAKCFMEO_03771,53.2,357,374,359,1.0e-109,391.3,0.954545,0.994429
WP_011105418.1,DAKCFMEO_02021,93.4,454,455,455,2.2e-260,892.1,0.997802,0.997802
WP_011105418.1,DAKCFMEO_03707,36.2,445,455,448,3.1e-76,280.4,0.978022,0.993304
WP_011105418.1,DAKCFMEO_02126,31.4,417,455,468,1.4e-60,228.4,0.916484,0.891026
WP_011105418.1,DAKCFMEO_05182,31.5,426,455,434,9.3e-49,189.1,0.936264,0.981567
WP_011105420.1,DAKCFMEO_05187,91.1,269,270,270,1.5e-139,490.0,0.996296,0.996296
WP_011105420.1,DAKCFMEO_02375,46.6,251,270,277,9.7e-54,204.9,0.92963,0.906137
WP_011105420.1,DAKCFMEO_03772,44.2,226,270,237,5.7e-46,179.1,0.837037,0.953586
WP_011105420.1,DAKCFMEO_04183,40.7,209,270,329,2.6e-38,153.7,0.774074,0.635258
WP_011105420.1,DAKCFMEO_00243,36.5,244,270,260,5.7e-38,152.5,0.903704,0.938462
WP_011105420.1,DAKCFMEO_05148,42.6,209,270,288,2.8e-37,150.2,0.774074,0.725694
WP_011105420.1,DAKCFMEO_01102,36.8,250,270,384,7.7e-35,142.1,0.925926,0.651042
WP_011105420.1,DAKCFMEO_05158,39.9,213,270,326,7.7e-35,142.1,0.788889,0.653374
WP_011105420.1,DAKCFMEO_02928,40.4,213,270,343,1.0e-34,141.7,0.788889,0.620991
WP_011105420.1,DAKCFMEO_05195,41.2,211,270,261,4.2e-33,136.3,0.781481,0.808429
WP_011105420.1,DAKCFMEO_01950,39.7,214,270,244,3.6e-32,133.3,0.792593,0.877049
WP_011105420.1,DAKCFMEO_02197,36.5,233,270,366,1.5e-30,127.9,0.862963,0.636612
WP_011105420.1,DAKCFMEO_05131,38.2,220,270,247,5.7e-30,125.9,0.814815,0.890688
WP_011105420.1,DAKCFMEO_00437,36.6,205,270,269,2.8e-29,123.6,0.759259,0.762082
WP_011105421.1,DAKCFMEO_05193,83.4,453,448,453,1.4e-219,756.5,1.01116,1
WP_011105421.1,DAKCFMEO_02442,33.5,445,448,416,7.7e-64,239.2,0.993304,1.06971
WP_011105421.1,DAKCFMEO_04436,34.5,440,448,413,3.0e-60,227.3,0.982143,1.06538
WP_011105421.1,DAKCFMEO_00770,34.4,448,448,418,2.2e-58,221.1,1,1.07177
WP_011105421.1,DAKCFMEO_03952,33.0,433,448,412,1.7e-55,211.5,0.966518,1.05097
WP_011105421.1,DAKCFMEO_01735,32.9,438,448,422,1.4e-52,201.8,0.977679,1.03791
WP_011105421.1,DAKCFMEO_05246,31.9,448,448,426,9.5e-46,179.1,1,1.05164
WP_011105422.1,DAKCFMEO_05194,92.0,325,325,325,3.4e-170,592.0,1,1
WP_011105423.1,DAKCFMEO_05196,91.6,261,285,276,8.8e-130,457.6,0.915789,0.945652
WP_011105423.1,DAKCFMEO_05188,37.2,239,285,265,6.9e-42,165.6,0.838596,0.901887
WP_011105423.1,DAKCFMEO_03773,36.0,228,285,281,2.4e-34,140.6,0.8,0.811388
WP_011105423.1,DAKCFMEO_02374,33.2,241,285,284,9.0e-34,138.7,0.845614,0.848592
WP_011105423.1,DAKCFMEO_00242,38.3,196,285,271,4.2e-31,129.8,0.687719,0.723247
WP_011105424.1,DAKCFMEO_05197,89.1,137,146,137,3.3e-72,265.4,0.938356,1
WP_011105425.1,DAKCFMEO_05198,96.0,151,151,151,4.1e-86,311.6,1,1
WP_011105426.1,DAKCFMEO_05202,96.1,510,510,510,5.9e-286,977.2,1,1
WP_011105427.1,DAKCFMEO_05203,93.9,440,440,436,1.9e-152,533.5,1,1.00917
WP_011105431.1,DAKCFMEO_05212,84.2,398,399,398,8.6e-200,690.6,0.997494,1
WP_011105431.1,DAKCFMEO_02714,52.4,393,399,398,2.2e-118,420.2,0.984962,0.987437
WP_011105431.1,DAKCFMEO_04501,39.8,392,399,398,1.1e-90,328.2,0.982456,0.984925
WP_011105432.1,DAKCFMEO_05215,97.1,553,553,553,0.0e+00,1078.9,1,1
WP_011105433.1,DAKCFMEO_05217,89.0,707,741,740,0.0e+00,1235.3,0.954116,0.955405
WP_011105437.1,DAKCFMEO_05223,91.4,93,92,93,4.4e-14,71.6,1.01087,1
WP_011105438.1,DAKCFMEO_05224,87.3,448,448,448,2.4e-222,765.8,1,1
WP_011105438.1,DAKCFMEO_04383,47.3,431,448,438,1.1e-107,384.8,0.962054,0.984018
WP_011105438.1,DAKCFMEO_01760,43.6,436,448,437,3.1e-97,350.1,0.973214,0.997712
WP_011105438.1,DAKCFMEO_00859,41.3,429,448,710,1.7e-87,317.8,0.957589,0.604225
WP_011105441.1,DAKCFMEO_05226,96.5,463,463,463,1.1e-243,836.6,1,1
WP_011105441.1,DAKCFMEO_02087,36.8,440,463,458,3.1e-68,253.8,0.950324,0.960699
WP_011105441.1,DAKCFMEO_02394,36.7,439,463,469,2.0e-67,251.1,0.948164,0.936034
WP_011105442.1,DAKCFMEO_05228,80.9,257,254,256,2.0e-117,416.4,1.01181,1.00391
WP_011105442.1,DAKCFMEO_04507,39.8,259,254,258,4.4e-48,186.0,1.01969,1.00388
WP_011105442.1,DAKCFMEO_04055,33.9,257,254,256,6.0e-37,149.1,1.01181,1.00391
WP_011105442.1,DAKCFMEO_05129,34.4,224,254,265,1.5e-35,144.4,0.88189,0.845283
WP_011105442.1,DAKCFMEO_00135,33.3,255,254,260,5.6e-35,142.5,1.00394,0.980769
WP_011105443.1,DAKCFMEO_05229,93.9,231,231,231,4.8e-118,418.3,1,1
WP_011105443.1,DAKCFMEO_04508,45.0,222,231,230,2.5e-50,193.4,0.961039,0.965217
WP_011105443.1,DAKCFMEO_00136,41.6,221,231,242,2.8e-41,163.3,0.95671,0.913223
WP_011105443.1,DAKCFMEO_04056,32.9,216,231,229,1.6e-28,120.9,0.935065,0.943231
WP_011105443.1,DAKCFMEO_05130,39.1,220,231,222,2.7e-28,120.2,0.952381,0.990991
WP_011105443.1,DAKCFMEO_03762,37.1,205,231,220,5.3e-24,105.9,0.887446,0.931818
WP_011105443.1,DAKCFMEO_03413,31.9,226,231,275,2.6e-23,103.6,0.978355,0.821818
WP_011105443.1,DAKCFMEO_05230,34.1,211,231,229,1.9e-21,97.4,0.91342,0.921397
WP_011105443.1,DAKCFMEO_01952,31.7,224,231,221,1.6e-17,84.3,0.969697,1.01357
WP_011105443.1,DAKCFMEO_00172,30.2,222,231,221,1.5e-15,77.8,0.961039,1.00452
WP_011105443.1,DAKCFMEO_03763,31.1,193,231,220,1.3e-14,74.7,0.835498,0.877273
WP_011105444.1,DAKCFMEO_05231,80.7,404,423,404,8.6e-198,684.1,0.955083,1
WP_011105445.1,DAKCFMEO_05234,72.5,338,337,337,3.2e-131,462.6,1.00297,1.00297
WP_011105452.1,DAKCFMEO_04430,83.3,222,221,222,3.0e-101,362.5,1.00452,1
WP_011105453.1,DAKCFMEO_04431,96.3,410,410,410,4.7e-217,748.0,1,1
WP_011105454.1,DAKCFMEO_04432,72.5,251,256,256,2.2e-100,359.8,0.980469,0.980469
WP_011105454.1,DAKCFMEO_03939,43.1,246,256,252,2.6e-56,213.4,0.960938,0.97619
WP_011105455.1,DAKCFMEO_04433,77.6,268,268,264,4.2e-126,445.3,1,1.01515
WP_011105456.1,DAKCFMEO_04434,64.9,527,539,533,3.5e-196,679.1,0.977737,0.988743
WP_011105457.1,DAKCFMEO_04435,79.2,577,579,578,8.2e-268,917.1,0.996546,0.99827
WP_011105457.1,DAKCFMEO_03720,40.3,626,579,658,4.9e-111,396.4,1.08117,0.951368
WP_011105457.1,DAKCFMEO_01561,47.2,432,579,471,1.3e-108,388.3,0.746114,0.917197
WP_011105457.1,DAKCFMEO_03634,44.7,452,579,447,3.7e-103,370.2,0.780656,1.01119
WP_011105458.1,DAKCFMEO_00076,31.4,204,209,199,5.1e-18,85.9,0.976077,1.02513
WP_011105460.1,DAKCFMEO_05239,55.7,244,245,241,7.4e-61,228.4,0.995918,1.01245
