HOG	OG	Gene Tree Parent Clade	DC3000_protein_12_2025	plate25.C2.annotation
N0.HOG0003580	OG0003344	-	WP_011104397.1	DAKCFMEO_04107
N0.HOG0003581	OG0003345	-	WP_011104399.1	DAKCFMEO_04113
N0.HOG0003582	OG0003346	-	WP_011104402.1	DAKCFMEO_04123
N0.HOG0003583	OG0003347	-	WP_011104404.1	DAKCFMEO_01614
N0.HOG0003584	OG0003348	-	WP_011104405.1	DAKCFMEO_01615
N0.HOG0003585	OG0003349	-	WP_011104406.1	DAKCFMEO_01618
N0.HOG0003586	OG0003350	-	WP_011104407.1	DAKCFMEO_01620
N0.HOG0003587	OG0003351	-	WP_011104408.1	DAKCFMEO_01031
N0.HOG0003588	OG0003352	-	WP_011104410.1	DAKCFMEO_01026
N0.HOG0003589	OG0003353	-	WP_011104412.1	DAKCFMEO_01021
N0.HOG0003590	OG0003354	-	WP_011104413.1	DAKCFMEO_01020
N0.HOG0003591	OG0003355	-	WP_011104417.1	DAKCFMEO_01009
N0.HOG0003592	OG0003356	-	WP_011104420.1	DAKCFMEO_00261
N0.HOG0003593	OG0003357	-	WP_011104421.1	DAKCFMEO_00263
N0.HOG0003594	OG0003358	-	WP_011104422.1	DAKCFMEO_00264
N0.HOG0003595	OG0003359	-	WP_011104423.1	DAKCFMEO_00265
N0.HOG0003596	OG0003360	-	WP_011104424.1	DAKCFMEO_00266
N0.HOG0003597	OG0003361	-	WP_011104427.1	DAKCFMEO_00996
N0.HOG0003598	OG0003362	-	WP_011104434.1	DAKCFMEO_03840
N0.HOG0003599	OG0003363	-	WP_011104447.1	DAKCFMEO_00974
N0.HOG0003600	OG0003364	-	WP_011104448.1	DAKCFMEO_00964
N0.HOG0003601	OG0003365	-	WP_011104449.1	DAKCFMEO_00268
N0.HOG0003602	OG0003366	-	WP_011104453.1	DAKCFMEO_00945
N0.HOG0003603	OG0003367	-	WP_011104455.1	DAKCFMEO_00943
N0.HOG0003604	OG0003368	-	WP_011104456.1	DAKCFMEO_00942
N0.HOG0003605	OG0003369	-	WP_011104458.1	DAKCFMEO_00934
N0.HOG0003606	OG0003370	-	WP_011104459.1	DAKCFMEO_00931
N0.HOG0003607	OG0003371	-	WP_011104460.1	DAKCFMEO_00930
N0.HOG0003608	OG0003372	-	WP_011104461.1	DAKCFMEO_00923
N0.HOG0003609	OG0003373	-	WP_011104464.1	DAKCFMEO_00921
N0.HOG0003610	OG0003374	-	WP_011104465.1	DAKCFMEO_00920
N0.HOG0003611	OG0003375	-	WP_011104467.1	DAKCFMEO_01414
N0.HOG0003612	OG0003376	-	WP_011104468.1	DAKCFMEO_01415
N0.HOG0003613	OG0003377	-	WP_011104472.1	DAKCFMEO_01419
N0.HOG0003614	OG0003378	-	WP_011104473.1	DAKCFMEO_01423
N0.HOG0003615	OG0003379	-	WP_011104474.1	DAKCFMEO_01424
N0.HOG0003616	OG0003380	-	WP_011104483.1	DAKCFMEO_04403
N0.HOG0003617	OG0003381	-	WP_011104489.1	DAKCFMEO_01439
N0.HOG0003618	OG0003382	-	WP_011104490.1	DAKCFMEO_01441
N0.HOG0003619	OG0003383	-	WP_011104492.1	DAKCFMEO_01445
N0.HOG0003620	OG0003384	-	WP_011104493.1	DAKCFMEO_01447
N0.HOG0003621	OG0003385	-	WP_011104495.1	DAKCFMEO_01457
N0.HOG0003622	OG0003386	-	WP_011104496.1	DAKCFMEO_01458
N0.HOG0003623	OG0003387	-	WP_011104498.1	DAKCFMEO_01490
N0.HOG0003624	OG0003388	-	WP_011104501.1	DAKCFMEO_00512
N0.HOG0003625	OG0003389	-	WP_011104502.1	DAKCFMEO_01502
N0.HOG0003626	OG0003390	-	WP_011104503.1	DAKCFMEO_01503
N0.HOG0003627	OG0003391	-	WP_011104504.1	DAKCFMEO_01505
N0.HOG0003628	OG0003392	-	WP_011104505.1	DAKCFMEO_01508
N0.HOG0003629	OG0003393	-	WP_011104507.1	DAKCFMEO_01510
N0.HOG0003630	OG0003394	-	WP_011104508.1	DAKCFMEO_01516
N0.HOG0003631	OG0003395	-	WP_011104510.1	DAKCFMEO_01521
N0.HOG0003632	OG0003396	-	WP_011104511.1	DAKCFMEO_01523
N0.HOG0003633	OG0003397	-	WP_011104512.1	DAKCFMEO_01528
N0.HOG0003634	OG0003398	-	WP_011104513.1	DAKCFMEO_01529
N0.HOG0003635	OG0003399	-	WP_011104514.1	DAKCFMEO_01534
N0.HOG0003636	OG0003400	-	WP_011104515.1	DAKCFMEO_01542
N0.HOG0003637	OG0003401	-	WP_011104516.1	DAKCFMEO_01543
N0.HOG0003638	OG0003402	-	WP_011104517.1	DAKCFMEO_01544
N0.HOG0003639	OG0003403	-	WP_011104518.1	DAKCFMEO_01545
N0.HOG0003640	OG0003404	-	WP_011104542.1, WP_011106985.1	
N0.HOG0003641	OG0003405	-	WP_011104554.1	DAKCFMEO_04755
N0.HOG0003642	OG0003406	-	WP_011104555.1	DAKCFMEO_04754
N0.HOG0003643	OG0003407	-	WP_011104557.1	DAKCFMEO_04751
N0.HOG0003644	OG0003408	-	WP_011104559.1	DAKCFMEO_04748
N0.HOG0003645	OG0003409	-	WP_011104560.1	DAKCFMEO_04747
N0.HOG0003646	OG0003410	-	WP_011104561.1	DAKCFMEO_04744
N0.HOG0003647	OG0003411	-	WP_011104562.1	DAKCFMEO_04743
N0.HOG0003648	OG0003412	-	WP_011104563.1	DAKCFMEO_04741
N0.HOG0003649	OG0003413	-	WP_011104564.1	DAKCFMEO_04740
N0.HOG0003650	OG0003414	-	WP_011104565.1	DAKCFMEO_04731
N0.HOG0003651	OG0003415	-	WP_011104566.1	DAKCFMEO_04728
N0.HOG0003652	OG0003416	-	WP_011104567.1	DAKCFMEO_04727
N0.HOG0003653	OG0003417	-	WP_011104571.1	DAKCFMEO_04723
N0.HOG0003654	OG0003418	-	WP_011104572.1	DAKCFMEO_04721
N0.HOG0003655	OG0003419	-	WP_011104573.1	DAKCFMEO_04720
N0.HOG0003656	OG0003420	-	WP_011104574.1	DAKCFMEO_04719
N0.HOG0003657	OG0003421	-	WP_011104575.1	DAKCFMEO_04715
N0.HOG0003658	OG0003422	-	WP_011104576.1	DAKCFMEO_04714
N0.HOG0003659	OG0003423	-	WP_011104587.1	DAKCFMEO_04697
N0.HOG0003660	OG0003424	-	WP_011104589.1	DAKCFMEO_04692
N0.HOG0003661	OG0003425	-	WP_011104590.1	DAKCFMEO_04686
N0.HOG0003662	OG0003426	-	WP_011104591.1	DAKCFMEO_04684
N0.HOG0003663	OG0003427	-	WP_011104593.1	DAKCFMEO_04678
N0.HOG0003664	OG0003428	-	WP_011104595.1	DAKCFMEO_04675
N0.HOG0003665	OG0003429	-	WP_011104596.1	DAKCFMEO_04674
N0.HOG0003666	OG0003430	-	WP_011104597.1	DAKCFMEO_04671
N0.HOG0003667	OG0003431	-	WP_011104598.1	DAKCFMEO_04670
N0.HOG0003668	OG0003432	-	WP_011104600.1	DAKCFMEO_04660
N0.HOG0003669	OG0003433	-	WP_011104601.1	DAKCFMEO_04659
N0.HOG0003670	OG0003434	-	WP_011104602.1	DAKCFMEO_04658
N0.HOG0003671	OG0003435	-	WP_011104603.1	DAKCFMEO_04655
N0.HOG0003672	OG0003436	-	WP_011104606.1	DAKCFMEO_04638
N0.HOG0003673	OG0003437	-	WP_011104608.1	DAKCFMEO_04632
N0.HOG0003674	OG0003438	-	WP_011104610.1	DAKCFMEO_04628
N0.HOG0003675	OG0003439	-	WP_011104612.1	DAKCFMEO_04618
N0.HOG0003676	OG0003440	-	WP_011104619.1	DAKCFMEO_04602
N0.HOG0003677	OG0003441	-	WP_011104620.1	DAKCFMEO_04594
N0.HOG0003678	OG0003442	-	WP_011104622.1	DAKCFMEO_04592
N0.HOG0003679	OG0003443	-	WP_011104623.1	DAKCFMEO_04578
N0.HOG0003680	OG0003444	-	WP_011104624.1	DAKCFMEO_04567
N0.HOG0003681	OG0003445	-	WP_011104625.1	DAKCFMEO_04565
N0.HOG0003682	OG0003446	-	WP_011104633.1	DAKCFMEO_04558
N0.HOG0003683	OG0003447	-	WP_011104635.1	DAKCFMEO_04555
N0.HOG0003684	OG0003448	-	WP_011104636.1	DAKCFMEO_04554
N0.HOG0003685	OG0003449	-	WP_011104638.1	DAKCFMEO_04551
N0.HOG0003686	OG0003450	-	WP_011104639.1	DAKCFMEO_04549
N0.HOG0003687	OG0003451	-	WP_011104640.1	DAKCFMEO_04543
N0.HOG0003688	OG0003452	-	WP_011104642.1	DAKCFMEO_04539
N0.HOG0003689	OG0003453	-	WP_011104643.1	DAKCFMEO_04537
N0.HOG0003690	OG0003454	-	WP_011104644.1	DAKCFMEO_04536
N0.HOG0003691	OG0003455	-	WP_011104646.1	DAKCFMEO_04535
N0.HOG0003692	OG0003456	-	WP_011104647.1	DAKCFMEO_04533
N0.HOG0003693	OG0003457	-	WP_011104649.1	DAKCFMEO_04531
N0.HOG0003694	OG0003458	-	WP_159229468.1, WP_011104650.1	
N0.HOG0003695	OG0003459	-	WP_011104651.1	DAKCFMEO_04529
N0.HOG0003696	OG0003460	-	WP_011104652.1	DAKCFMEO_04528
N0.HOG0003697	OG0003461	-	WP_011104653.1	DAKCFMEO_04527
N0.HOG0003698	OG0003462	-	WP_011104654.1	DAKCFMEO_04525
N0.HOG0003699	OG0003463	-	WP_011104655.1	DAKCFMEO_04522
N0.HOG0003700	OG0003464	-	WP_011104657.1	DAKCFMEO_04520
N0.HOG0003701	OG0003465	-	WP_011104658.1	DAKCFMEO_04498
N0.HOG0003702	OG0003466	-	WP_011104660.1	DAKCFMEO_04495
N0.HOG0003703	OG0003467	-	WP_011104661.1	DAKCFMEO_04494
N0.HOG0003704	OG0003468	-	WP_011104663.1	DAKCFMEO_04490
N0.HOG0003705	OG0003469	-	WP_011104667.1	DAKCFMEO_04483
N0.HOG0003706	OG0003470	-	WP_011104668.1	DAKCFMEO_04482
N0.HOG0003707	OG0003471	-	WP_011104672.1	DAKCFMEO_03466
N0.HOG0003708	OG0003472	-	WP_011104675.1	DAKCFMEO_04399
N0.HOG0003709	OG0003473	-	WP_011104683.1	DAKCFMEO_04375
N0.HOG0003710	OG0003474	-	WP_011104687.1	DAKCFMEO_04369
N0.HOG0003711	OG0003475	-	WP_011104690.1	DAKCFMEO_04363
N0.HOG0003712	OG0003476	-	WP_011104695.1	DAKCFMEO_03455
N0.HOG0003713	OG0003477	-	WP_011104696.1	DAKCFMEO_04344
N0.HOG0003714	OG0003478	-	WP_011104697.1	DAKCFMEO_04340
N0.HOG0003715	OG0003479	-	WP_011104700.1	DAKCFMEO_04332
N0.HOG0003716	OG0003480	-	WP_011104701.1	DAKCFMEO_04330
N0.HOG0003717	OG0003481	-	WP_011104702.1	DAKCFMEO_04328
N0.HOG0003718	OG0003482	-	WP_011104704.1, WP_011105176.1	
N0.HOG0003719	OG0003483	-	WP_011104706.1	DAKCFMEO_04322
N0.HOG0003720	OG0003484	-	WP_011104707.1	DAKCFMEO_04320
N0.HOG0003721	OG0003485	-	WP_011104708.1	DAKCFMEO_04317
N0.HOG0003722	OG0003486	-	WP_011104709.1	DAKCFMEO_04314
N0.HOG0003723	OG0003487	-	WP_011104710.1	DAKCFMEO_04313
N0.HOG0003724	OG0003488	-	WP_011104711.1	DAKCFMEO_04312
N0.HOG0003725	OG0003489	-	WP_011104717.1	DAKCFMEO_04302
N0.HOG0003726	OG0003490	-	WP_011104720.1	DAKCFMEO_04300
N0.HOG0003727	OG0003491	-	WP_011104723.1	DAKCFMEO_04297
N0.HOG0003728	OG0003492	-	WP_011104725.1	DAKCFMEO_04292
N0.HOG0003729	OG0003493	-	WP_011104727.1	DAKCFMEO_04288
N0.HOG0003730	OG0003494	-	WP_011104731.1	DAKCFMEO_04285
N0.HOG0003731	OG0003495	-	WP_011104732.1	DAKCFMEO_04282
N0.HOG0003732	OG0003496	-	WP_011104733.1	DAKCFMEO_04281
N0.HOG0003733	OG0003497	-	WP_011104734.1	DAKCFMEO_04280
N0.HOG0003734	OG0003498	-	WP_011104736.1	DAKCFMEO_04267
N0.HOG0003735	OG0003499	-	WP_011104737.1	DAKCFMEO_04266
N0.HOG0003736	OG0003500	-	WP_011104738.1	DAKCFMEO_04261
N0.HOG0003737	OG0003501	-	WP_011104739.1	DAKCFMEO_04260
N0.HOG0003738	OG0003502	-	WP_011104740.1	DAKCFMEO_04259
N0.HOG0003739	OG0003503	-	WP_011104741.1	DAKCFMEO_04488
N0.HOG0003740	OG0003504	-	WP_011104742.1	DAKCFMEO_04256
N0.HOG0003741	OG0003505	-	WP_011104745.1	DAKCFMEO_04244
N0.HOG0003742	OG0003506	-	WP_011104746.1	DAKCFMEO_04243
N0.HOG0003743	OG0003507	-	WP_011104749.1	DAKCFMEO_04232
N0.HOG0003744	OG0003508	-	WP_011104750.1	DAKCFMEO_00351
N0.HOG0003745	OG0003509	-	WP_011104754.1	DAKCFMEO_04229
N0.HOG0003746	OG0003510	-	WP_011104755.1	DAKCFMEO_04228
N0.HOG0003747	OG0003511	-	WP_011104757.1	DAKCFMEO_04226
N0.HOG0003748	OG0003512	-	WP_011104763.1	DAKCFMEO_04193
N0.HOG0003749	OG0003513	-	WP_011104764.1	DAKCFMEO_04189
N0.HOG0003750	OG0003514	-	WP_011104766.1	DAKCFMEO_04187
N0.HOG0003751	OG0003515	-	WP_011104774.1	DAKCFMEO_04146
N0.HOG0003752	OG0003516	-	WP_011104777.1	DAKCFMEO_04152
N0.HOG0003753	OG0003517	-	WP_011104778.1	DAKCFMEO_04155
N0.HOG0003754	OG0003518	-	WP_011104780.1	DAKCFMEO_04158
N0.HOG0003755	OG0003519	-	WP_011104782.1	DAKCFMEO_04161
N0.HOG0003756	OG0003520	-	WP_011104783.1	DAKCFMEO_04164
N0.HOG0003757	OG0003521	-	WP_011104784.1	DAKCFMEO_04166
N0.HOG0003758	OG0003522	-	WP_011104801.1	DAKCFMEO_03033
N0.HOG0003759	OG0003523	-	WP_011104802.1	DAKCFMEO_03035
N0.HOG0003760	OG0003524	-	WP_011104803.1	DAKCFMEO_03037
N0.HOG0003761	OG0003525	-	WP_011104809.1	DAKCFMEO_03122
N0.HOG0003762	OG0003526	-	WP_011104810.1	DAKCFMEO_03123
N0.HOG0003763	OG0003527	-	WP_011104811.1	DAKCFMEO_03125
N0.HOG0003764	OG0003528	-	WP_011104812.1	DAKCFMEO_03132
N0.HOG0003765	OG0003529	-	WP_011104813.1	DAKCFMEO_03133
N0.HOG0003766	OG0003530	-	WP_011104814.1	DAKCFMEO_03134
N0.HOG0003767	OG0003531	-	WP_011104815.1	DAKCFMEO_03139
N0.HOG0003768	OG0003532	-	WP_011104816.1	DAKCFMEO_03141
N0.HOG0003769	OG0003533	-	WP_011104817.1	DAKCFMEO_03142
N0.HOG0003770	OG0003534	-	WP_011104818.1	DAKCFMEO_03144
N0.HOG0003771	OG0003535	-	WP_011104819.1	DAKCFMEO_03147
N0.HOG0003772	OG0003536	-	WP_011104820.1	DAKCFMEO_03148
N0.HOG0003773	OG0003537	-	WP_011104834.1	DAKCFMEO_03151
N0.HOG0003774	OG0003538	-	WP_011104848.1, WP_046463830.1	
N0.HOG0003775	OG0003539	-	WP_011104855.1	DAKCFMEO_03166
N0.HOG0003776	OG0003540	-	WP_011104861.1	DAKCFMEO_04477
N0.HOG0003777	OG0003541	-	WP_011104866.1	DAKCFMEO_04468
N0.HOG0003778	OG0003542	-	WP_011104870.1	DAKCFMEO_00083
N0.HOG0003779	OG0003543	-	WP_011104871.1	DAKCFMEO_00084
N0.HOG0003780	OG0003544	-	WP_011104872.1, WP_011105461.1	
N0.HOG0003781	OG0003545	-	WP_011104877.1	DAKCFMEO_00090
N0.HOG0003782	OG0003546	-	WP_011104881.1	DAKCFMEO_00107
N0.HOG0003783	OG0003547	-	WP_011104884.1	DAKCFMEO_00132
N0.HOG0003784	OG0003548	-	WP_011104885.1	DAKCFMEO_00133
N0.HOG0003785	OG0003549	-	WP_011104892.1	DAKCFMEO_00163
N0.HOG0003786	OG0003550	-	WP_011104894.1	DAKCFMEO_00170
N0.HOG0003787	OG0003551	-	WP_011104897.1	DAKCFMEO_00178
N0.HOG0003788	OG0003552	-	WP_011104899.1	DAKCFMEO_00186
N0.HOG0003789	OG0003553	-	WP_011104901.1	DAKCFMEO_00188
N0.HOG0003790	OG0003554	-	WP_011104905.1	DAKCFMEO_00194
N0.HOG0003791	OG0003555	-	WP_011104908.1	DAKCFMEO_00201
N0.HOG0003792	OG0003556	-	WP_011104910.1	DAKCFMEO_00211
N0.HOG0003793	OG0003557	-	WP_011104911.1	DAKCFMEO_00218
N0.HOG0003794	OG0003558	-	WP_011104912.1	DAKCFMEO_00221
N0.HOG0003795	OG0003559	-	WP_011104913.1	DAKCFMEO_00228
N0.HOG0003796	OG0003560	-	WP_011104914.1	DAKCFMEO_00232
N0.HOG0003797	OG0003561	-	WP_011104915.1	DAKCFMEO_00236
N0.HOG0003798	OG0003562	-	WP_011104916.1	DAKCFMEO_00240
N0.HOG0003799	OG0003563	-	WP_011104917.1	DAKCFMEO_00246
N0.HOG0003800	OG0003564	-	WP_011104919.1	DAKCFMEO_00248
N0.HOG0003801	OG0003565	-	WP_011104926.1	DAKCFMEO_03892
N0.HOG0003802	OG0003566	-	WP_011104935.1, WP_011104930.1	
N0.HOG0003803	OG0003567	-	WP_011104931.1	DAKCFMEO_02428
N0.HOG0003804	OG0003568	-	WP_011104942.1	DAKCFMEO_00270
N0.HOG0003805	OG0003569	-	WP_011104944.1	DAKCFMEO_00271
N0.HOG0003806	OG0003570	-	WP_011104949.1	DAKCFMEO_00279
N0.HOG0003807	OG0003571	-	WP_011104950.1	DAKCFMEO_00280
N0.HOG0003808	OG0003572	-	WP_011104953.1	DAKCFMEO_00288
N0.HOG0003809	OG0003573	-	WP_011104954.1	DAKCFMEO_00306
N0.HOG0003810	OG0003574	-	WP_011104956.1	DAKCFMEO_00310
N0.HOG0003811	OG0003575	-	WP_011104968.1	DAKCFMEO_00312
N0.HOG0003812	OG0003576	-	WP_011104972.1	DAKCFMEO_00321
N0.HOG0003813	OG0003577	-	WP_011104976.1	DAKCFMEO_00334
N0.HOG0003814	OG0003578	-	WP_011104977.1	DAKCFMEO_00335
N0.HOG0003815	OG0003579	-	WP_011104981.1	DAKCFMEO_00344
N0.HOG0003816	OG0003580	-	WP_011104983.1	DAKCFMEO_00346
N0.HOG0003817	OG0003581	-	WP_011104985.1	DAKCFMEO_00349
N0.HOG0003818	OG0003582	-	WP_011104986.1	DAKCFMEO_00355
N0.HOG0003819	OG0003583	-	WP_011104987.1	DAKCFMEO_00356
N0.HOG0003820	OG0003584	-	WP_011104988.1	DAKCFMEO_00357
N0.HOG0003821	OG0003585	-	WP_011104989.1	DAKCFMEO_00365
N0.HOG0003822	OG0003586	-	WP_011104991.1	DAKCFMEO_00374
N0.HOG0003823	OG0003587	-	WP_011104994.1, WP_046463428.1	
N0.HOG0003824	OG0003588	-	WP_011104997.1	DAKCFMEO_00381
N0.HOG0003825	OG0003589	-	WP_011104998.1	DAKCFMEO_00383
N0.HOG0003826	OG0003590	-	WP_011104999.1	DAKCFMEO_00385
N0.HOG0003827	OG0003591	-	WP_011105001.1	DAKCFMEO_00387
N0.HOG0003828	OG0003592	-	WP_011105003.1	DAKCFMEO_00394
N0.HOG0003829	OG0003593	-	WP_011105004.1	DAKCFMEO_00400
N0.HOG0003830	OG0003594	-	WP_011105006.1	DAKCFMEO_03473
N0.HOG0003831	OG0003595	-	WP_011105008.1	DAKCFMEO_00436
N0.HOG0003832	OG0003596	-	WP_011105010.1	DAKCFMEO_00450
N0.HOG0003833	OG0003597	-	WP_011105011.1	DAKCFMEO_00452
N0.HOG0003834	OG0003598	-	WP_011105012.1	DAKCFMEO_00453
N0.HOG0003835	OG0003599	-	WP_011105013.1	DAKCFMEO_00456
N0.HOG0003836	OG0003600	-	WP_011105014.1	DAKCFMEO_00458
N0.HOG0003837	OG0003601	-	WP_011105015.1	DAKCFMEO_00460
N0.HOG0003838	OG0003602	-	WP_011105016.1	DAKCFMEO_00466
N0.HOG0003839	OG0003603	-	WP_011105017.1	DAKCFMEO_00467
N0.HOG0003840	OG0003604	-	WP_011105018.1	DAKCFMEO_00468
N0.HOG0003841	OG0003605	-	WP_011105019.1	DAKCFMEO_00471
N0.HOG0003842	OG0003606	-	WP_011105022.1	DAKCFMEO_01689
N0.HOG0003843	OG0003607	-	WP_011105023.1	DAKCFMEO_01690
N0.HOG0003844	OG0003608	-	WP_011105024.1	DAKCFMEO_01698
N0.HOG0003845	OG0003609	-	WP_011105025.1	DAKCFMEO_01700
N0.HOG0003846	OG0003610	-	WP_011105026.1	DAKCFMEO_01702
N0.HOG0003847	OG0003611	-	WP_011105028.1	DAKCFMEO_01703
N0.HOG0003848	OG0003612	-	WP_011105036.1	DAKCFMEO_00842
N0.HOG0003849	OG0003613	-	WP_011105037.1	DAKCFMEO_00841
N0.HOG0003850	OG0003614	-	WP_011105040.1	DAKCFMEO_03045
N0.HOG0003851	OG0003615	-	WP_011105043.1	DAKCFMEO_01781
N0.HOG0003852	OG0003616	-	WP_011105044.1	DAKCFMEO_01782
N0.HOG0003853	OG0003617	-	WP_011105045.1	DAKCFMEO_01783
N0.HOG0003854	OG0003618	-	WP_011105046.1	DAKCFMEO_01785
N0.HOG0003855	OG0003619	-	WP_011105049.1	DAKCFMEO_01795
N0.HOG0003856	OG0003620	-	WP_011105051.1	DAKCFMEO_01802
N0.HOG0003857	OG0003621	-	WP_011105052.1	DAKCFMEO_01806
N0.HOG0003858	OG0003622	-	WP_011105055.1	DAKCFMEO_04760
N0.HOG0003859	OG0003623	-	WP_011105060.1	DAKCFMEO_04770
N0.HOG0003860	OG0003624	-	WP_011105066.1, WP_046463716.1	
N0.HOG0003861	OG0003625	-	WP_011105067.1	DAKCFMEO_04781
N0.HOG0003862	OG0003626	-	WP_011105068.1	DAKCFMEO_04782
N0.HOG0003863	OG0003627	-	WP_011105075.1	DAKCFMEO_00555
N0.HOG0003864	OG0003628	-	WP_011105092.1	DAKCFMEO_00556
N0.HOG0003865	OG0003629	-	WP_011105095.1	DAKCFMEO_00558
N0.HOG0003866	OG0003630	-	WP_011105096.1	DAKCFMEO_00560
N0.HOG0003867	OG0003631	-	WP_011105097.1	DAKCFMEO_00565
N0.HOG0003868	OG0003632	-	WP_011105098.1	DAKCFMEO_00569
N0.HOG0003869	OG0003633	-	WP_011105099.1	DAKCFMEO_00570
N0.HOG0003870	OG0003634	-	WP_011105101.1	DAKCFMEO_00571
N0.HOG0003871	OG0003635	-	WP_011105104.1	DAKCFMEO_00574
N0.HOG0003872	OG0003636	-	WP_011105105.1	DAKCFMEO_00575
N0.HOG0003873	OG0003637	-	WP_011105107.1	DAKCFMEO_00580
N0.HOG0003874	OG0003638	-	WP_011105109.1	DAKCFMEO_00582
N0.HOG0003875	OG0003639	-	WP_011105110.1	DAKCFMEO_04783
N0.HOG0003876	OG0003640	-	WP_011105112.1	DAKCFMEO_04787
N0.HOG0003877	OG0003641	-	WP_011105169.1	DAKCFMEO_02049
N0.HOG0003878	OG0003642	-	WP_011105170.1	DAKCFMEO_03757
N0.HOG0003879	OG0003643	-	WP_011105173.1	DAKCFMEO_04323
N0.HOG0003880	OG0003644	-	WP_011105175.1	DAKCFMEO_02890
N0.HOG0003881	OG0003645	-	WP_011105180.1	DAKCFMEO_00071
N0.HOG0003882	OG0003646	-	WP_011105183.1	DAKCFMEO_04807
N0.HOG0003883	OG0003647	-	WP_011105185.1	DAKCFMEO_04816
N0.HOG0003884	OG0003648	-	WP_011105186.1	DAKCFMEO_04818
N0.HOG0003885	OG0003649	-	WP_011105187.1	DAKCFMEO_04819
N0.HOG0003886	OG0003650	-	WP_011105188.1	DAKCFMEO_04820
N0.HOG0003887	OG0003651	-	WP_011105190.1	DAKCFMEO_04821
N0.HOG0003888	OG0003652	-	WP_011105191.1	DAKCFMEO_04823
N0.HOG0003889	OG0003653	-	WP_011105192.1	DAKCFMEO_04824
N0.HOG0003890	OG0003654	-	WP_011105195.1	DAKCFMEO_03601
N0.HOG0003891	OG0003655	-	WP_011105196.1	DAKCFMEO_03664
N0.HOG0003892	OG0003656	-	WP_011105198.1	DAKCFMEO_03659
N0.HOG0003893	OG0003657	-	WP_011105200.1	DAKCFMEO_03658
N0.HOG0003894	OG0003658	-	WP_011105201.1	DAKCFMEO_03656
N0.HOG0003895	OG0003659	-	WP_011105203.1	DAKCFMEO_03651
N0.HOG0003896	OG0003660	-	WP_011105204.1	DAKCFMEO_03649
N0.HOG0003897	OG0003661	-	WP_011105206.1	DAKCFMEO_03639
N0.HOG0003898	OG0003662	-	WP_011105207.1	DAKCFMEO_03637
N0.HOG0003899	OG0003663	-	WP_011105208.1	DAKCFMEO_03632
N0.HOG0003900	OG0003664	-	WP_011105209.1	DAKCFMEO_03629
N0.HOG0003901	OG0003665	-	WP_011105210.1	DAKCFMEO_03628
N0.HOG0003902	OG0003666	-	WP_011105212.1	DAKCFMEO_03625
N0.HOG0003903	OG0003667	-	WP_011105215.1	DAKCFMEO_03622
N0.HOG0003904	OG0003668	-	WP_011105216.1	DAKCFMEO_03619
N0.HOG0003905	OG0003669	-	WP_011105219.1	DAKCFMEO_04831
N0.HOG0003906	OG0003670	-	WP_011105220.1	DAKCFMEO_04833
N0.HOG0003907	OG0003671	-	WP_011105221.1	DAKCFMEO_04838
N0.HOG0003908	OG0003672	-	WP_011105222.1	DAKCFMEO_04839
N0.HOG0003909	OG0003673	-	WP_011105224.1	DAKCFMEO_04846
N0.HOG0003910	OG0003674	-	WP_011105225.1	DAKCFMEO_04847
N0.HOG0003911	OG0003675	-	WP_011105226.1	DAKCFMEO_04848
N0.HOG0003912	OG0003676	-	WP_011105228.1	DAKCFMEO_04853
N0.HOG0003913	OG0003677	-	WP_011105229.1	DAKCFMEO_04859
N0.HOG0003914	OG0003678	-	WP_011105232.1	DAKCFMEO_04873
N0.HOG0003915	OG0003679	-	WP_011105233.1	DAKCFMEO_04874
N0.HOG0003916	OG0003680	-	WP_011105234.1	DAKCFMEO_04875
N0.HOG0003917	OG0003681	-	WP_011105236.1	DAKCFMEO_04883
N0.HOG0003918	OG0003682	-	WP_011105237.1	DAKCFMEO_04886
N0.HOG0003919	OG0003683	-	WP_011105238.1	DAKCFMEO_04890
N0.HOG0003920	OG0003684	-	WP_011105239.1	DAKCFMEO_04893
N0.HOG0003921	OG0003685	-	WP_011105241.1	DAKCFMEO_04897
N0.HOG0003922	OG0003686	-	WP_011105242.1	DAKCFMEO_04904
N0.HOG0003923	OG0003687	-	WP_011105243.1	DAKCFMEO_04906
N0.HOG0003924	OG0003688	-	WP_011105244.1	DAKCFMEO_04907
N0.HOG0003925	OG0003689	-	WP_011105246.1	DAKCFMEO_04912
N0.HOG0003926	OG0003690	-	WP_011105248.1	DAKCFMEO_04915
N0.HOG0003927	OG0003691	-	WP_011105254.1	DAKCFMEO_04927
N0.HOG0003928	OG0003692	-	WP_011105255.1	DAKCFMEO_04928
N0.HOG0003929	OG0003693	-	WP_011105257.1	DAKCFMEO_04933
N0.HOG0003930	OG0003694	-	WP_011105259.1	DAKCFMEO_04939
N0.HOG0003931	OG0003695	-	WP_011105261.1	DAKCFMEO_04941
N0.HOG0003932	OG0003696	-	WP_011105263.1	DAKCFMEO_04944
N0.HOG0003933	OG0003697	-	WP_011105266.1	DAKCFMEO_04948
N0.HOG0003934	OG0003698	-	WP_011105267.1	DAKCFMEO_04952
N0.HOG0003935	OG0003699	-	WP_011105268.1	DAKCFMEO_04954
N0.HOG0003936	OG0003700	-	WP_011105271.1	DAKCFMEO_04988
N0.HOG0003937	OG0003701	-	WP_011105272.1	DAKCFMEO_04991
