Orthogroup	DC3000_protein_12_2025	plate25.C2.annotation
OG0003224	WP_011104058.1	DAKCFMEO_01325
OG0003225	WP_011104060.1	DAKCFMEO_01323
OG0003226	WP_011104063.1	DAKCFMEO_01319
OG0003227	WP_011104064.1	DAKCFMEO_01318
OG0003228	WP_011104065.1	DAKCFMEO_01316
OG0003229	WP_011104080.1	DAKCFMEO_01403
OG0003230	WP_011104081.1	DAKCFMEO_01400
OG0003231	WP_011104082.1	DAKCFMEO_01398
OG0003232	WP_011104083.1	DAKCFMEO_01397
OG0003233	WP_011104084.1	DAKCFMEO_01396
OG0003234	WP_011104085.1	DAKCFMEO_01395
OG0003235	WP_011104086.1	DAKCFMEO_01394
OG0003236	WP_011104087.1	DAKCFMEO_01393
OG0003237	WP_011104088.1	DAKCFMEO_01392
OG0003238	WP_011104089.1	DAKCFMEO_01391
OG0003239	WP_011104090.1	DAKCFMEO_01390
OG0003240	WP_011104091.1	DAKCFMEO_01387
OG0003241	WP_011104093.1	DAKCFMEO_01379
OG0003242	WP_011104094.1	DAKCFMEO_01377
OG0003243	WP_011104098.1	DAKCFMEO_00887
OG0003244	WP_011104102.1	DAKCFMEO_00891
OG0003245	WP_011104111.1	DAKCFMEO_01034
OG0003246	WP_011104112.1	DAKCFMEO_01038
OG0003247	WP_011104113.1	DAKCFMEO_01040
OG0003248	WP_011104114.1	DAKCFMEO_01042
OG0003249	WP_011104120.1	DAKCFMEO_01044
OG0003250	WP_011104121.1	DAKCFMEO_01046
OG0003251	WP_011104122.1	DAKCFMEO_01050
OG0003252	WP_011104123.1	DAKCFMEO_01052
OG0003254	WP_011104134.1	DAKCFMEO_01103
OG0003255	WP_011104136.1	DAKCFMEO_01110
OG0003256	WP_011104137.1	DAKCFMEO_01112
OG0003257	WP_011104140.1	DAKCFMEO_01118
OG0003258	WP_011104144.1	DAKCFMEO_01127
OG0003259	WP_011104145.1	DAKCFMEO_01128
OG0003260	WP_011104147.1	DAKCFMEO_01130
OG0003261	WP_011104148.1	DAKCFMEO_01131
OG0003262	WP_011104152.1	DAKCFMEO_01178
OG0003263	WP_011104154.1	DAKCFMEO_01180
OG0003264	WP_011104155.1	DAKCFMEO_01181
OG0003265	WP_011104156.1	DAKCFMEO_01183
OG0003266	WP_011104157.1	DAKCFMEO_01185
OG0003267	WP_011104161.1	DAKCFMEO_03715
OG0003268	WP_011104162.1	DAKCFMEO_03717
OG0003269	WP_011104163.1	DAKCFMEO_03720
OG0003270	WP_011104164.1	DAKCFMEO_03721
OG0003271	WP_011104166.1	DAKCFMEO_03724
OG0003272	WP_011104167.1	DAKCFMEO_03727
OG0003273	WP_011104169.1	DAKCFMEO_03729
OG0003274	WP_011104170.1	DAKCFMEO_03731
OG0003275	WP_011104175.1	DAKCFMEO_03738
OG0003276	WP_011104176.1	DAKCFMEO_03739
OG0003277	WP_011104178.1	DAKCFMEO_03744
OG0003278	WP_011104179.1	DAKCFMEO_03745
OG0003279	WP_011104183.1	DAKCFMEO_03752
OG0003280	WP_011104188.1	DAKCFMEO_03763
OG0003281	WP_011104189.1	DAKCFMEO_03768
OG0003282	WP_011104191.1	DAKCFMEO_03773
OG0003283	WP_011104192.1	DAKCFMEO_03774
OG0003284	WP_011104195.1	DAKCFMEO_03776
OG0003285	WP_011104197.1	DAKCFMEO_03780
OG0003286	WP_011104198.1	DAKCFMEO_03781
OG0003287	WP_011104204.1	DAKCFMEO_03787
OG0003288	WP_011104205.1	DAKCFMEO_03788
OG0003289	WP_011104206.1	DAKCFMEO_03789
OG0003290	WP_011104207.1	DAKCFMEO_03790
OG0003291	WP_011104208.1	DAKCFMEO_03804
OG0003292	WP_011104209.1	DAKCFMEO_03806
OG0003293	WP_011104210.1	DAKCFMEO_03808
OG0003295	WP_011104238.1	DAKCFMEO_01498
OG0003296	WP_011104241.1	DAKCFMEO_04389
OG0003297	WP_011104242.1	DAKCFMEO_04388
OG0003298	WP_011104259.1	DAKCFMEO_00940
OG0003299	WP_011104261.1	DAKCFMEO_03909
OG0003300	WP_011104262.1	DAKCFMEO_03911
OG0003301	WP_011104263.1	DAKCFMEO_03912
OG0003302	WP_011104264.1	DAKCFMEO_03921
OG0003303	WP_011104265.1	DAKCFMEO_03922
OG0003304	WP_011104268.1	DAKCFMEO_03932
OG0003305	WP_011104279.1	DAKCFMEO_00327
OG0003306	WP_011104280.1	DAKCFMEO_01804
OG0003307	WP_011104284.1	DAKCFMEO_03940
OG0003308	WP_011104287.1	DAKCFMEO_03947
OG0003309	WP_011104288.1	DAKCFMEO_03948
OG0003310	WP_011104290.1	DAKCFMEO_03949
OG0003311	WP_011104294.1	DAKCFMEO_03958
OG0003312	WP_011104300.1	DAKCFMEO_03969
OG0003313	WP_011104304.1	DAKCFMEO_03974
OG0003314	WP_011104305.1	DAKCFMEO_03975
OG0003315	WP_011104308.1	DAKCFMEO_03978
OG0003316	WP_011104311.1	DAKCFMEO_00604
OG0003317	WP_011104312.1	DAKCFMEO_00605
OG0003318	WP_011104314.1	DAKCFMEO_03992
OG0003319	WP_011104317.1	DAKCFMEO_03997
OG0003320	WP_011104318.1	DAKCFMEO_03998
OG0003321	WP_011104319.1	DAKCFMEO_04000
OG0003322	WP_011104320.1	DAKCFMEO_04001
OG0003323	WP_011104322.1	DAKCFMEO_04003
OG0003324	WP_011104323.1	DAKCFMEO_04004
OG0003325	WP_011104324.1	DAKCFMEO_04005
OG0003326	WP_011104325.1	DAKCFMEO_04007
OG0003327	WP_011104327.1	DAKCFMEO_02053
OG0003328	WP_011104333.1	DAKCFMEO_03902
OG0003329	WP_011104336.1	DAKCFMEO_04026
OG0003330	WP_011104341.1	DAKCFMEO_04036
OG0003331	WP_011104342.1	DAKCFMEO_04037
OG0003332	WP_011104343.1	DAKCFMEO_04038
OG0003333	WP_011104344.1	DAKCFMEO_04041
OG0003334	WP_011104349.1	DAKCFMEO_04011
OG0003335	WP_011104350.1	DAKCFMEO_04012
OG0003336	WP_011104365.1	DAKCFMEO_04794
OG0003337	WP_011104368.1	DAKCFMEO_03107
OG0003338	WP_011104371.1	DAKCFMEO_04062
OG0003339	WP_011104374.1	DAKCFMEO_04016
OG0003340	WP_011104391.1	DAKCFMEO_04088
OG0003341	WP_011104393.1	DAKCFMEO_04097
OG0003342	WP_011104394.1	DAKCFMEO_04100
OG0003343	WP_011104396.1	DAKCFMEO_04106
OG0003344	WP_011104397.1	DAKCFMEO_04107
OG0003345	WP_011104399.1	DAKCFMEO_04113
OG0003346	WP_011104402.1	DAKCFMEO_04123
OG0003347	WP_011104404.1	DAKCFMEO_01614
OG0003348	WP_011104405.1	DAKCFMEO_01615
OG0003349	WP_011104406.1	DAKCFMEO_01618
OG0003350	WP_011104407.1	DAKCFMEO_01620
OG0003351	WP_011104408.1	DAKCFMEO_01031
OG0003352	WP_011104410.1	DAKCFMEO_01026
OG0003353	WP_011104412.1	DAKCFMEO_01021
OG0003354	WP_011104413.1	DAKCFMEO_01020
OG0003355	WP_011104417.1	DAKCFMEO_01009
OG0003356	WP_011104420.1	DAKCFMEO_00261
OG0003357	WP_011104421.1	DAKCFMEO_00263
OG0003358	WP_011104422.1	DAKCFMEO_00264
OG0003359	WP_011104423.1	DAKCFMEO_00265
OG0003360	WP_011104424.1	DAKCFMEO_00266
OG0003361	WP_011104427.1	DAKCFMEO_00996
OG0003362	WP_011104434.1	DAKCFMEO_03840
OG0003363	WP_011104447.1	DAKCFMEO_00974
OG0003364	WP_011104448.1	DAKCFMEO_00964
OG0003365	WP_011104449.1	DAKCFMEO_00268
OG0003366	WP_011104453.1	DAKCFMEO_00945
OG0003367	WP_011104455.1	DAKCFMEO_00943
OG0003368	WP_011104456.1	DAKCFMEO_00942
OG0003369	WP_011104458.1	DAKCFMEO_00934
OG0003370	WP_011104459.1	DAKCFMEO_00931
OG0003371	WP_011104460.1	DAKCFMEO_00930
OG0003372	WP_011104461.1	DAKCFMEO_00923
OG0003373	WP_011104464.1	DAKCFMEO_00921
OG0003374	WP_011104465.1	DAKCFMEO_00920
OG0003375	WP_011104467.1	DAKCFMEO_01414
OG0003376	WP_011104468.1	DAKCFMEO_01415
OG0003377	WP_011104472.1	DAKCFMEO_01419
OG0003378	WP_011104473.1	DAKCFMEO_01423
OG0003379	WP_011104474.1	DAKCFMEO_01424
OG0003380	WP_011104483.1	DAKCFMEO_04403
OG0003381	WP_011104489.1	DAKCFMEO_01439
OG0003382	WP_011104490.1	DAKCFMEO_01441
OG0003383	WP_011104492.1	DAKCFMEO_01445
OG0003384	WP_011104493.1	DAKCFMEO_01447
OG0003385	WP_011104495.1	DAKCFMEO_01457
OG0003386	WP_011104496.1	DAKCFMEO_01458
OG0003387	WP_011104498.1	DAKCFMEO_01490
OG0003388	WP_011104501.1	DAKCFMEO_00512
OG0003389	WP_011104502.1	DAKCFMEO_01502
OG0003390	WP_011104503.1	DAKCFMEO_01503
OG0003391	WP_011104504.1	DAKCFMEO_01505
OG0003392	WP_011104505.1	DAKCFMEO_01508
OG0003393	WP_011104507.1	DAKCFMEO_01510
OG0003394	WP_011104508.1	DAKCFMEO_01516
OG0003395	WP_011104510.1	DAKCFMEO_01521
OG0003396	WP_011104511.1	DAKCFMEO_01523
OG0003397	WP_011104512.1	DAKCFMEO_01528
OG0003398	WP_011104513.1	DAKCFMEO_01529
OG0003399	WP_011104514.1	DAKCFMEO_01534
OG0003400	WP_011104515.1	DAKCFMEO_01542
OG0003401	WP_011104516.1	DAKCFMEO_01543
OG0003402	WP_011104517.1	DAKCFMEO_01544
OG0003403	WP_011104518.1	DAKCFMEO_01545
OG0003405	WP_011104554.1	DAKCFMEO_04755
OG0003406	WP_011104555.1	DAKCFMEO_04754
OG0003407	WP_011104557.1	DAKCFMEO_04751
OG0003408	WP_011104559.1	DAKCFMEO_04748
OG0003409	WP_011104560.1	DAKCFMEO_04747
OG0003410	WP_011104561.1	DAKCFMEO_04744
OG0003411	WP_011104562.1	DAKCFMEO_04743
OG0003412	WP_011104563.1	DAKCFMEO_04741
OG0003413	WP_011104564.1	DAKCFMEO_04740
OG0003414	WP_011104565.1	DAKCFMEO_04731
OG0003415	WP_011104566.1	DAKCFMEO_04728
OG0003416	WP_011104567.1	DAKCFMEO_04727
OG0003417	WP_011104571.1	DAKCFMEO_04723
OG0003418	WP_011104572.1	DAKCFMEO_04721
OG0003419	WP_011104573.1	DAKCFMEO_04720
OG0003420	WP_011104574.1	DAKCFMEO_04719
OG0003421	WP_011104575.1	DAKCFMEO_04715
OG0003422	WP_011104576.1	DAKCFMEO_04714
OG0003423	WP_011104587.1	DAKCFMEO_04697
OG0003424	WP_011104589.1	DAKCFMEO_04692
OG0003425	WP_011104590.1	DAKCFMEO_04686
OG0003426	WP_011104591.1	DAKCFMEO_04684
OG0003427	WP_011104593.1	DAKCFMEO_04678
OG0003428	WP_011104595.1	DAKCFMEO_04675
OG0003429	WP_011104596.1	DAKCFMEO_04674
OG0003430	WP_011104597.1	DAKCFMEO_04671
OG0003431	WP_011104598.1	DAKCFMEO_04670
OG0003432	WP_011104600.1	DAKCFMEO_04660
OG0003433	WP_011104601.1	DAKCFMEO_04659
OG0003434	WP_011104602.1	DAKCFMEO_04658
OG0003435	WP_011104603.1	DAKCFMEO_04655
OG0003436	WP_011104606.1	DAKCFMEO_04638
OG0003437	WP_011104608.1	DAKCFMEO_04632
OG0003438	WP_011104610.1	DAKCFMEO_04628
OG0003439	WP_011104612.1	DAKCFMEO_04618
OG0003440	WP_011104619.1	DAKCFMEO_04602
OG0003441	WP_011104620.1	DAKCFMEO_04594
OG0003442	WP_011104622.1	DAKCFMEO_04592
OG0003443	WP_011104623.1	DAKCFMEO_04578
OG0003444	WP_011104624.1	DAKCFMEO_04567
OG0003445	WP_011104625.1	DAKCFMEO_04565
OG0003446	WP_011104633.1	DAKCFMEO_04558
OG0003447	WP_011104635.1	DAKCFMEO_04555
OG0003448	WP_011104636.1	DAKCFMEO_04554
OG0003449	WP_011104638.1	DAKCFMEO_04551
OG0003450	WP_011104639.1	DAKCFMEO_04549
OG0003451	WP_011104640.1	DAKCFMEO_04543
OG0003452	WP_011104642.1	DAKCFMEO_04539
OG0003453	WP_011104643.1	DAKCFMEO_04537
OG0003454	WP_011104644.1	DAKCFMEO_04536
OG0003455	WP_011104646.1	DAKCFMEO_04535
OG0003456	WP_011104647.1	DAKCFMEO_04533
OG0003457	WP_011104649.1	DAKCFMEO_04531
OG0003459	WP_011104651.1	DAKCFMEO_04529
OG0003460	WP_011104652.1	DAKCFMEO_04528
OG0003461	WP_011104653.1	DAKCFMEO_04527
OG0003462	WP_011104654.1	DAKCFMEO_04525
OG0003463	WP_011104655.1	DAKCFMEO_04522
OG0003464	WP_011104657.1	DAKCFMEO_04520
OG0003465	WP_011104658.1	DAKCFMEO_04498
OG0003466	WP_011104660.1	DAKCFMEO_04495
OG0003467	WP_011104661.1	DAKCFMEO_04494
OG0003468	WP_011104663.1	DAKCFMEO_04490
OG0003469	WP_011104667.1	DAKCFMEO_04483
OG0003470	WP_011104668.1	DAKCFMEO_04482
OG0003471	WP_011104672.1	DAKCFMEO_03466
OG0003472	WP_011104675.1	DAKCFMEO_04399
OG0003473	WP_011104683.1	DAKCFMEO_04375
OG0003474	WP_011104687.1	DAKCFMEO_04369
OG0003475	WP_011104690.1	DAKCFMEO_04363
OG0003476	WP_011104695.1	DAKCFMEO_03455
OG0003477	WP_011104696.1	DAKCFMEO_04344
OG0003478	WP_011104697.1	DAKCFMEO_04340
OG0003479	WP_011104700.1	DAKCFMEO_04332
OG0003480	WP_011104701.1	DAKCFMEO_04330
OG0003481	WP_011104702.1	DAKCFMEO_04328
OG0003483	WP_011104706.1	DAKCFMEO_04322
OG0003484	WP_011104707.1	DAKCFMEO_04320
OG0003485	WP_011104708.1	DAKCFMEO_04317
OG0003486	WP_011104709.1	DAKCFMEO_04314
OG0003487	WP_011104710.1	DAKCFMEO_04313
OG0003488	WP_011104711.1	DAKCFMEO_04312
OG0003489	WP_011104717.1	DAKCFMEO_04302
OG0003490	WP_011104720.1	DAKCFMEO_04300
OG0003491	WP_011104723.1	DAKCFMEO_04297
OG0003492	WP_011104725.1	DAKCFMEO_04292
OG0003493	WP_011104727.1	DAKCFMEO_04288
OG0003494	WP_011104731.1	DAKCFMEO_04285
OG0003495	WP_011104732.1	DAKCFMEO_04282
OG0003496	WP_011104733.1	DAKCFMEO_04281
OG0003497	WP_011104734.1	DAKCFMEO_04280
OG0003498	WP_011104736.1	DAKCFMEO_04267
OG0003499	WP_011104737.1	DAKCFMEO_04266
OG0003500	WP_011104738.1	DAKCFMEO_04261
OG0003501	WP_011104739.1	DAKCFMEO_04260
OG0003502	WP_011104740.1	DAKCFMEO_04259
OG0003503	WP_011104741.1	DAKCFMEO_04488
OG0003504	WP_011104742.1	DAKCFMEO_04256
OG0003505	WP_011104745.1	DAKCFMEO_04244
OG0003506	WP_011104746.1	DAKCFMEO_04243
OG0003507	WP_011104749.1	DAKCFMEO_04232
OG0003508	WP_011104750.1	DAKCFMEO_00351
OG0003509	WP_011104754.1	DAKCFMEO_04229
OG0003510	WP_011104755.1	DAKCFMEO_04228
OG0003511	WP_011104757.1	DAKCFMEO_04226
OG0003512	WP_011104763.1	DAKCFMEO_04193
OG0003513	WP_011104764.1	DAKCFMEO_04189
OG0003514	WP_011104766.1	DAKCFMEO_04187
OG0003515	WP_011104774.1	DAKCFMEO_04146
OG0003516	WP_011104777.1	DAKCFMEO_04152
OG0003517	WP_011104778.1	DAKCFMEO_04155
OG0003518	WP_011104780.1	DAKCFMEO_04158
OG0003519	WP_011104782.1	DAKCFMEO_04161
OG0003520	WP_011104783.1	DAKCFMEO_04164
OG0003521	WP_011104784.1	DAKCFMEO_04166
OG0003522	WP_011104801.1	DAKCFMEO_03033
OG0003523	WP_011104802.1	DAKCFMEO_03035
OG0003524	WP_011104803.1	DAKCFMEO_03037
OG0003525	WP_011104809.1	DAKCFMEO_03122
OG0003526	WP_011104810.1	DAKCFMEO_03123
OG0003527	WP_011104811.1	DAKCFMEO_03125
OG0003528	WP_011104812.1	DAKCFMEO_03132
OG0003529	WP_011104813.1	DAKCFMEO_03133
OG0003530	WP_011104814.1	DAKCFMEO_03134
OG0003531	WP_011104815.1	DAKCFMEO_03139
OG0003532	WP_011104816.1	DAKCFMEO_03141
OG0003533	WP_011104817.1	DAKCFMEO_03142
OG0003534	WP_011104818.1	DAKCFMEO_03144
OG0003535	WP_011104819.1	DAKCFMEO_03147
OG0003536	WP_011104820.1	DAKCFMEO_03148
OG0003537	WP_011104834.1	DAKCFMEO_03151
OG0003539	WP_011104855.1	DAKCFMEO_03166
OG0003540	WP_011104861.1	DAKCFMEO_04477
OG0003541	WP_011104866.1	DAKCFMEO_04468
OG0003542	WP_011104870.1	DAKCFMEO_00083
OG0003543	WP_011104871.1	DAKCFMEO_00084
OG0003545	WP_011104877.1	DAKCFMEO_00090
OG0003546	WP_011104881.1	DAKCFMEO_00107
OG0003547	WP_011104884.1	DAKCFMEO_00132
OG0003548	WP_011104885.1	DAKCFMEO_00133
OG0003549	WP_011104892.1	DAKCFMEO_00163
OG0003550	WP_011104894.1	DAKCFMEO_00170
OG0003551	WP_011104897.1	DAKCFMEO_00178
OG0003552	WP_011104899.1	DAKCFMEO_00186
OG0003553	WP_011104901.1	DAKCFMEO_00188
OG0003554	WP_011104905.1	DAKCFMEO_00194
OG0003555	WP_011104908.1	DAKCFMEO_00201
OG0003556	WP_011104910.1	DAKCFMEO_00211
OG0003557	WP_011104911.1	DAKCFMEO_00218
OG0003558	WP_011104912.1	DAKCFMEO_00221
OG0003559	WP_011104913.1	DAKCFMEO_00228
OG0003560	WP_011104914.1	DAKCFMEO_00232
OG0003561	WP_011104915.1	DAKCFMEO_00236
OG0003562	WP_011104916.1	DAKCFMEO_00240
OG0003563	WP_011104917.1	DAKCFMEO_00246
OG0003564	WP_011104919.1	DAKCFMEO_00248
OG0003565	WP_011104926.1	DAKCFMEO_03892
OG0003567	WP_011104931.1	DAKCFMEO_02428
OG0003568	WP_011104942.1	DAKCFMEO_00270
OG0003569	WP_011104944.1	DAKCFMEO_00271
OG0003570	WP_011104949.1	DAKCFMEO_00279
OG0003571	WP_011104950.1	DAKCFMEO_00280
OG0003572	WP_011104953.1	DAKCFMEO_00288
OG0003573	WP_011104954.1	DAKCFMEO_00306
OG0003574	WP_011104956.1	DAKCFMEO_00310
OG0003575	WP_011104968.1	DAKCFMEO_00312
OG0003576	WP_011104972.1	DAKCFMEO_00321
OG0003577	WP_011104976.1	DAKCFMEO_00334
OG0003578	WP_011104977.1	DAKCFMEO_00335
OG0003579	WP_011104981.1	DAKCFMEO_00344
OG0003580	WP_011104983.1	DAKCFMEO_00346
OG0003581	WP_011104985.1	DAKCFMEO_00349
OG0003582	WP_011104986.1	DAKCFMEO_00355
OG0003583	WP_011104987.1	DAKCFMEO_00356
OG0003584	WP_011104988.1	DAKCFMEO_00357
OG0003585	WP_011104989.1	DAKCFMEO_00365
OG0003586	WP_011104991.1	DAKCFMEO_00374
OG0003588	WP_011104997.1	DAKCFMEO_00381
OG0003589	WP_011104998.1	DAKCFMEO_00383
OG0003590	WP_011104999.1	DAKCFMEO_00385
OG0003591	WP_011105001.1	DAKCFMEO_00387
OG0003592	WP_011105003.1	DAKCFMEO_00394
OG0003593	WP_011105004.1	DAKCFMEO_00400
OG0003594	WP_011105006.1	DAKCFMEO_03473
OG0003595	WP_011105008.1	DAKCFMEO_00436
OG0003596	WP_011105010.1	DAKCFMEO_00450
OG0003597	WP_011105011.1	DAKCFMEO_00452
OG0003598	WP_011105012.1	DAKCFMEO_00453
OG0003599	WP_011105013.1	DAKCFMEO_00456
OG0003600	WP_011105014.1	DAKCFMEO_00458
OG0003601	WP_011105015.1	DAKCFMEO_00460
OG0003602	WP_011105016.1	DAKCFMEO_00466
OG0003603	WP_011105017.1	DAKCFMEO_00467
OG0003604	WP_011105018.1	DAKCFMEO_00468
OG0003605	WP_011105019.1	DAKCFMEO_00471
OG0003606	WP_011105022.1	DAKCFMEO_01689
OG0003607	WP_011105023.1	DAKCFMEO_01690
OG0003608	WP_011105024.1	DAKCFMEO_01698
OG0003609	WP_011105025.1	DAKCFMEO_01700
OG0003610	WP_011105026.1	DAKCFMEO_01702
OG0003611	WP_011105028.1	DAKCFMEO_01703
OG0003612	WP_011105036.1	DAKCFMEO_00842
OG0003613	WP_011105037.1	DAKCFMEO_00841
OG0003614	WP_011105040.1	DAKCFMEO_03045
OG0003615	WP_011105043.1	DAKCFMEO_01781
OG0003616	WP_011105044.1	DAKCFMEO_01782
OG0003617	WP_011105045.1	DAKCFMEO_01783
OG0003618	WP_011105046.1	DAKCFMEO_01785
OG0003619	WP_011105049.1	DAKCFMEO_01795
OG0003620	WP_011105051.1	DAKCFMEO_01802
OG0003621	WP_011105052.1	DAKCFMEO_01806
OG0003622	WP_011105055.1	DAKCFMEO_04760
OG0003623	WP_011105060.1	DAKCFMEO_04770
OG0003625	WP_011105067.1	DAKCFMEO_04781
OG0003626	WP_011105068.1	DAKCFMEO_04782
OG0003627	WP_011105075.1	DAKCFMEO_00555
OG0003628	WP_011105092.1	DAKCFMEO_00556
OG0003629	WP_011105095.1	DAKCFMEO_00558
OG0003630	WP_011105096.1	DAKCFMEO_00560
OG0003631	WP_011105097.1	DAKCFMEO_00565
OG0003632	WP_011105098.1	DAKCFMEO_00569
OG0003633	WP_011105099.1	DAKCFMEO_00570
OG0003634	WP_011105101.1	DAKCFMEO_00571
OG0003635	WP_011105104.1	DAKCFMEO_00574
OG0003636	WP_011105105.1	DAKCFMEO_00575
OG0003637	WP_011105107.1	DAKCFMEO_00580
OG0003638	WP_011105109.1	DAKCFMEO_00582
OG0003639	WP_011105110.1	DAKCFMEO_04783
OG0003640	WP_011105112.1	DAKCFMEO_04787
OG0003641	WP_011105169.1	DAKCFMEO_02049
OG0003642	WP_011105170.1	DAKCFMEO_03757
OG0003643	WP_011105173.1	DAKCFMEO_04323
OG0003644	WP_011105175.1	DAKCFMEO_02890
OG0003645	WP_011105180.1	DAKCFMEO_00071
OG0003646	WP_011105183.1	DAKCFMEO_04807
OG0003647	WP_011105185.1	DAKCFMEO_04816
OG0003648	WP_011105186.1	DAKCFMEO_04818
OG0003649	WP_011105187.1	DAKCFMEO_04819
OG0003650	WP_011105188.1	DAKCFMEO_04820
OG0003651	WP_011105190.1	DAKCFMEO_04821
OG0003652	WP_011105191.1	DAKCFMEO_04823
OG0003653	WP_011105192.1	DAKCFMEO_04824
OG0003654	WP_011105195.1	DAKCFMEO_03601
OG0003655	WP_011105196.1	DAKCFMEO_03664
OG0003656	WP_011105198.1	DAKCFMEO_03659
OG0003657	WP_011105200.1	DAKCFMEO_03658
OG0003658	WP_011105201.1	DAKCFMEO_03656
OG0003659	WP_011105203.1	DAKCFMEO_03651
OG0003660	WP_011105204.1	DAKCFMEO_03649
OG0003661	WP_011105206.1	DAKCFMEO_03639
OG0003662	WP_011105207.1	DAKCFMEO_03637
OG0003663	WP_011105208.1	DAKCFMEO_03632
OG0003664	WP_011105209.1	DAKCFMEO_03629
OG0003665	WP_011105210.1	DAKCFMEO_03628
OG0003666	WP_011105212.1	DAKCFMEO_03625
OG0003667	WP_011105215.1	DAKCFMEO_03622
OG0003668	WP_011105216.1	DAKCFMEO_03619
OG0003669	WP_011105219.1	DAKCFMEO_04831
OG0003670	WP_011105220.1	DAKCFMEO_04833
OG0003671	WP_011105221.1	DAKCFMEO_04838
OG0003672	WP_011105222.1	DAKCFMEO_04839
OG0003673	WP_011105224.1	DAKCFMEO_04846
OG0003674	WP_011105225.1	DAKCFMEO_04847
OG0003675	WP_011105226.1	DAKCFMEO_04848
OG0003676	WP_011105228.1	DAKCFMEO_04853
OG0003677	WP_011105229.1	DAKCFMEO_04859
OG0003678	WP_011105232.1	DAKCFMEO_04873
OG0003679	WP_011105233.1	DAKCFMEO_04874
OG0003680	WP_011105234.1	DAKCFMEO_04875
OG0003681	WP_011105236.1	DAKCFMEO_04883
OG0003682	WP_011105237.1	DAKCFMEO_04886
OG0003683	WP_011105238.1	DAKCFMEO_04890
OG0003684	WP_011105239.1	DAKCFMEO_04893
OG0003685	WP_011105241.1	DAKCFMEO_04897
OG0003686	WP_011105242.1	DAKCFMEO_04904
OG0003687	WP_011105243.1	DAKCFMEO_04906
OG0003688	WP_011105244.1	DAKCFMEO_04907
OG0003689	WP_011105246.1	DAKCFMEO_04912
OG0003690	WP_011105248.1	DAKCFMEO_04915
OG0003691	WP_011105254.1	DAKCFMEO_04927
OG0003692	WP_011105255.1	DAKCFMEO_04928
OG0003693	WP_011105257.1	DAKCFMEO_04933
OG0003694	WP_011105259.1	DAKCFMEO_04939
OG0003695	WP_011105261.1	DAKCFMEO_04941
OG0003696	WP_011105263.1	DAKCFMEO_04944
OG0003697	WP_011105266.1	DAKCFMEO_04948
OG0003698	WP_011105267.1	DAKCFMEO_04952
OG0003699	WP_011105268.1	DAKCFMEO_04954
OG0003700	WP_011105271.1	DAKCFMEO_04988
OG0003701	WP_011105272.1	DAKCFMEO_04991
OG0003702	WP_011105279.1	DAKCFMEO_04995
OG0003703	WP_011105280.1	DAKCFMEO_04998
OG0003704	WP_011105281.1	DAKCFMEO_05000
OG0003705	WP_011105285.1	DAKCFMEO_05013
OG0003706	WP_011105287.1	DAKCFMEO_05020
OG0003707	WP_011105288.1	DAKCFMEO_05021
OG0003708	WP_011105291.1	DAKCFMEO_05050
OG0003709	WP_011105293.1	DAKCFMEO_02138
OG0003710	WP_011105295.1	DAKCFMEO_02134
OG0003711	WP_011105300.1	DAKCFMEO_02125
OG0003712	WP_011105301.1	DAKCFMEO_02123
OG0003713	WP_011105302.1	DAKCFMEO_02120
OG0003714	WP_011105304.1	DAKCFMEO_02117
OG0003715	WP_011105305.1	DAKCFMEO_02115
OG0003716	WP_011105311.1	DAKCFMEO_01728
OG0003717	WP_011105319.1	DAKCFMEO_02110
OG0003718	WP_011105323.1	DAKCFMEO_04640
OG0003719	WP_011105326.1	DAKCFMEO_05101
OG0003720	WP_011105328.1	DAKCFMEO_05102
OG0003721	WP_011105329.1	DAKCFMEO_05109
OG0003722	WP_011105330.1	DAKCFMEO_05110
OG0003723	WP_011105332.1	DAKCFMEO_05060
OG0003724	WP_011105333.1	DAKCFMEO_05061
OG0003725	WP_011105336.1	DAKCFMEO_05069
OG0003726	WP_011105337.1	DAKCFMEO_05072
OG0003727	WP_011105338.1	DAKCFMEO_05076
OG0003728	WP_011105339.1	DAKCFMEO_05078
OG0003729	WP_011105340.1	DAKCFMEO_05079
OG0003730	WP_011105341.1	DAKCFMEO_05083
OG0003731	WP_011105344.1	DAKCFMEO_05088
OG0003732	WP_011105345.1	DAKCFMEO_05092
OG0003733	WP_011105347.1	DAKCFMEO_05097
OG0003734	WP_011105349.1	DAKCFMEO_02104
OG0003735	WP_011105353.1	DAKCFMEO_05137
OG0003736	WP_011105355.1	DAKCFMEO_05140
OG0003737	WP_011105360.1	DAKCFMEO_05148
OG0003741	WP_011105376.1	DAKCFMEO_05153
OG0003742	WP_011105378.1	DAKCFMEO_01976
OG0003743	WP_011105379.1	DAKCFMEO_01975
OG0003744	WP_011105380.1	DAKCFMEO_01974
OG0003745	WP_011105381.1	DAKCFMEO_01970
OG0003746	WP_011105382.1	DAKCFMEO_01969
OG0003747	WP_011105384.1	DAKCFMEO_01965
OG0003748	WP_011105385.1	DAKCFMEO_01964
OG0003749	WP_011105390.1	DAKCFMEO_01947
OG0003750	WP_011105392.1	DAKCFMEO_02211
OG0003751	WP_011105393.1	DAKCFMEO_02210
OG0003752	WP_011105394.1	DAKCFMEO_02200
OG0003753	WP_011105395.1	DAKCFMEO_02198
